Voll,Demand_segment,Cost_of_demand_curtailment_perMW,Max_demand_curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9
,,,,,,,,4424,31089,24203,35098,53370,79253,69802,112497,91240,33637
,,,,,,,,4425,31386,24840,35243,57775,87279,74962,124295,101039,36407
,,,,,,,,4426,31455,26060,36112,63472,95263,81991,139227,111203,39445
,,,,,,,,4427,31987,27619,38000,69654,102302,89587,154042,120122,42109
,,,,,,,,4428,33613,29085,40500,74925,107377,96055,167033,126898,44198
,,,,,,,,4429,35432,30234,42767,79286,111039,101274,176903,131808,45831
,,,,,,,,4430,37273,30819,44425,82214,113478,104957,183049,135327,46762
,,,,,,,,4431,38760,31046,45559,84173,115034,106996,185572,138006,47401
,,,,,,,,4432,40032,31217,46194,85191,116254,108029,185475,139886,47965
,,,,,,,,4433,41080,31386,46712,85621,116726,108377,183765,140174,48345
,,,,,,,,4434,42338,31618,46852,85449,115486,107782,179606,138062,48186
,,,,,,,,4435,43174,31839,46722,83649,112891,106209,172550,134085,47251
,,,,,,,,4436,43187,31502,45881,80198,108912,102872,164258,129461,45915
,,,,,,,,4437,42539,30808,44605,76173,105303,98540,157761,125791,45053
,,,,,,,,4438,41566,30130,43630,73319,101566,94539,152292,120448,43771
,,,,,,,,4439,39980,29464,43063,69620,96059,89949,144291,113095,41580
,,,,,,,,4440,39226,28817,42151,65473,90108,84909,134107,104589,38623
,,,,,,,,4441,38284,28015,40383,60999,84223,79946,123958,97701,36028
,,,,,,,,4442,36601,26915,38372,57479,79503,75415,115939,92601,34146
,,,,,,,,4443,34436,25721,36256,55039,76276,72153,110593,89491,33008
,,,,,,,,4444,32222,24576,34712,53571,74343,69937,107592,88333,32524
,,,,,,,,4445,31208,23766,33673,53155,74582,68944,107491,90054,32837
,,,,,,,,4446,30460,23422,33169,54168,77238,69389,110445,94214,34467
,,,,,,,,4447,29831,23661,33416,55884,82307,71162,115807,102450,38038
,,,,,,,,4448,30267,24499,34331,57956,89674,74792,124777,111713,42102
,,,,,,,,4449,31694,26045,36059,62809,97066,80914,137695,121009,45445
,,,,,,,,4450,33729,27991,38346,68678,104507,87955,152304,129515,48010
,,,,,,,,4451,35616,29490,40931,73490,111038,94844,166739,136649,49793
,,,,,,,,4452,37530,30695,43484,78774,115870,100702,179164,141896,50952
,,,,,,,,4453,39588,31753,46192,83199,119079,106186,188775,145621,51945
,,,,,,,,4454,41317,32511,48541,86886,121143,110053,195622,147888,52740
,,,,,,,,4455,42557,32932,50615,89638,122570,112563,198989,148855,53214
,,,,,,,,4456,43172,33373,52406,91671,123408,114182,199838,148777,53296
,,,,,,,,4457,44258,33804,54134,92905,123356,114824,198796,148285,53144
,,,,,,,,4458,45403,34258,55466,92508,122319,114173,195607,146778,52394
,,,,,,,,4459,46273,34655,55890,90317,120300,112890,189587,142618,50877
,,,,,,,,4460,46424,34501,54914,86327,116973,109884,182419,137726,48919
,,,,,,,,4461,45673,33904,53115,82530,113861,106339,176096,133696,47440
,,,,,,,,4462,44522,33455,51132,79818,109578,102670,169824,125611,45067
,,,,,,,,4463,43136,32779,49910,74246,101634,96851,158205,115307,41056
,,,,,,,,4464,42904,32079,47925,67909,93501,90175,143280,105784,37128
,,,,,,,,4465,42050,30868,44591,62510,87385,83673,132524,98975,34276
,,,,,,,,4466,38851,28734,41350,58550,82834,78565,123546,93714,32340
,,,,,,,,4467,35696,26642,38686,55798,79483,75044,117164,90376,31143
,,,,,,,,4468,33858,25249,36794,54055,77708,72575,113658,89227,30645
,,,,,,,,4469,32478,24333,35399,53446,77938,71508,112839,90764,30961
,,,,,,,,4470,31465,23861,34578,54501,80160,71972,115006,94200,32500
,,,,,,,,4471,30981,24016,34531,56045,85682,73359,118848,102005,35969
,,,,,,,,4472,31494,24797,34998,58054,93107,77026,125640,111145,39993
,,,,,,,,4473,32781,26275,36245,62588,100637,82945,136860,120190,43462
,,,,,,,,4474,33150,28191,38128,68043,107943,89836,149398,129384,46368
,,,,,,,,4475,35716,30004,41199,73841,114376,96930,162410,136827,48662
,,,,,,,,4476,37912,31421,44063,79030,119221,102769,174473,142219,50343
,,,,,,,,4477,39442,32591,46927,83617,122834,107950,184382,146581,51701
,,,,,,,,4478,41205,33446,49584,87431,124973,111383,191972,149499,52922
,,,,,,,,4479,42629,33973,51579,90105,126045,113316,196619,151268,53671
,,,,,,,,4480,43757,34639,53432,91828,126896,113642,199163,152887,54206
,,,,,,,,4481,45429,35253,54661,92486,126837,113307,198999,152889,54329
,,,,,,,,4482,46914,35784,55536,92010,125502,111846,195578,151120,53585
,,,,,,,,4483,48053,36069,55456,89570,122198,109399,189136,146912,51841
,,,,,,,,4484,48410,35806,54144,85738,118015,105822,181439,141791,49814
,,,,,,,,4485,47791,34940,52011,82061,114532,102564,174156,137762,48506
,,,,,,,,4486,46676,34127,50152,79341,110261,98913,167308,129889,46381
,,,,,,,,4487,45054,33342,48861,74467,102539,94490,155651,120056,42916
,,,,,,,,4488,44486,32445,46658,68979,94823,88457,143019,110881,39336
,,,,,,,,4489,43372,31353,43772,63867,88580,82730,131997,103448,36572
,,,,,,,,4490,40319,29371,40716,59793,83785,77979,123256,98125,34626
,,,,,,,,4491,36976,27143,38002,56833,80204,74456,117148,94177,33328
,,,,,,,,4492,34374,25733,36040,54744,77785,72150,112588,91619,32561
,,,,,,,,4493,32442,24741,34563,53483,76401,70502,110623,90618,32227
,,,,,,,,4494,31703,24208,33517,53221,75911,69857,109803,90532,32460
,,,,,,,,4495,31374,24031,33190,53186,77862,69780,111547,95899,34282
,,,,,,,,4496,31272,24093,32958,53918,84432,71275,118358,106472,37534
,,,,,,,,4497,31486,24592,33333,58274,92417,76068,131515,118245,41082
,,,,,,,,4498,31330,25844,34743,64193,99676,82274,146214,129174,43826
,,,,,,,,4499,32449,27701,37694,70323,105377,88446,160559,137768,45852
,,,,,,,,4500,34374,29713,40954,76069,109657,93846,173026,143536,47355
,,,,,,,,4501,36612,31268,44106,80994,112013,98505,182714,146485,48253
,,,,,,,,4502,38748,32240,46922,84545,113365,101962,189151,147436,47912
,,,,,,,,4503,40557,32898,49307,87009,114084,103721,193739,147932,47112
,,,,,,,,4504,42282,33531,51150,87627,114666,104607,196308,148335,46853
,,,,,,,,4505,44171,34096,52977,85426,114565,104647,196606,147366,46993
,,,,,,,,4506,45706,34728,54069,82723,112974,104059,194273,143817,46952
,,,,,,,,4507,47194,35248,54427,79145,109934,101819,189420,138371,46282
,,,,,,,,4508,47714,35038,53753,75716,105305,98141,182800,132883,45088
,,,,,,,,4509,47414,34536,52251,73109,101566,95035,176527,129714,44194
,,,,,,,,4510,46738,33933,50362,71522,97940,92053,169931,122764,42774
,,,,,,,,4511,45239,33244,48928,67606,91553,88009,158730,114304,40086
,,,,,,,,4512,44364,32504,46810,63024,85122,82599,146410,106238,36894
,,,,,,,,4513,43148,31336,44067,58824,79700,77467,135359,99633,34215
,,,,,,,,4514,40034,29432,41172,55413,75578,73331,127031,94847,32413
,,,,,,,,4515,36710,27331,38596,53195,72335,70180,120541,90961,31144
,,,,,,,,4516,34548,25731,36610,51548,70109,67909,115971,88459,30356
,,,,,,,,4517,32725,24656,35007,50711,69013,66488,113603,87216,29820
,,,,,,,,4518,31555,24089,34107,50542,68006,66026,112139,86109,29593
,,,,,,,,4519,30739,23786,33613,50662,69167,65725,112960,89641,30926
,,,,,,,,4520,30520,23722,33119,50816,73969,66883,119650,96906,33663
,,,,,,,,4521,30345,24012,33143,54122,80116,71069,133219,105408,36913
,,,,,,,,4522,29897,25165,34358,58461,85813,76563,147851,113108,39912
,,,,,,,,4523,31229,27023,36914,63043,90748,81629,160504,119716,42322
,,,,,,,,4524,32685,29125,40224,67325,94844,86538,172057,124600,44163
,,,,,,,,4525,34601,30820,43302,71706,97802,90970,180648,128303,45361
,,,,,,,,4526,36722,32150,46232,74826,99641,94411,187065,130554,46169
,,,,,,,,4527,38716,33043,48695,77227,100917,96054,191412,131860,46779
,,,,,,,,4528,40742,33877,51004,78860,101733,96629,193388,132199,47371
,,,,,,,,4529,42874,34757,53052,79973,101992,96854,194023,131271,47845
,,,,,,,,4530,44932,35517,54807,79809,101454,96740,191756,128794,47878
,,,,,,,,4531,46603,36109,55772,78057,99652,95368,186407,124890,47067
,,,,,,,,4532,47392,36180,55366,74549,96252,92725,179923,121258,45797
,,,,,,,,4533,47471,35723,53927,72452,93332,90267,174150,118560,45132
,,,,,,,,4534,46944,35225,52469,71213,90402,87966,167760,112265,43464
,,,,,,,,4535,45394,34536,50933,67191,84268,83928,156238,103699,39971
,,,,,,,,4536,44629,33671,48749,62243,77864,78482,143668,95825,36364
,,,,,,,,4537,43527,32282,45697,57806,73037,72801,132919,90165,33581
,,,,,,,,4538,40122,29972,42643,55102,69894,69685,124945,86219,31759
,,,,,,,,4539,35993,27651,39726,53325,67903,67287,119616,83653,30530
,,,,,,,,4540,33804,26072,37636,52418,67320,65916,116717,83259,30046
,,,,,,,,4541,32257,25048,36179,52589,68752,65711,116648,85485,30372
,,,,,,,,4542,31068,24562,35290,54241,71864,66825,120078,89849,31833
,,,,,,,,4543,30644,24602,35547,57119,77101,69548,126169,96076,35031
,,,,,,,,4544,31144,25431,36276,58942,83396,72572,134557,102334,38307
,,,,,,,,4545,32471,27096,37709,61508,88926,76966,146036,108264,40793
,,,,,,,,4546,33792,29497,40052,65365,94025,81907,158072,114185,42853
,,,,,,,,4547,36525,31638,43309,69793,98495,86986,169928,119294,44474
,,,,,,,,4548,39330,33158,46524,74016,102251,91221,180620,123889,45645
,,,,,,,,4549,41696,34529,49736,77069,105257,94960,188793,128011,46690
,,,,,,,,4550,44324,35777,52595,78841,107904,97809,193325,130882,47685
,,,,,,,,4551,46583,36603,54852,80273,108908,99351,194545,131870,48239
,,,,,,,,4552,48471,37348,56763,81875,109756,100563,194280,133115,48625
,,,,,,,,4553,50651,37889,58296,82824,110020,100758,192821,132910,48623
,,,,,,,,4554,52455,38338,59542,82296,108929,100021,189502,130072,47808
,,,,,,,,4555,53891,38101,60015,79736,105910,97643,184155,125143,46231
,,,,,,,,4556,54828,38347,59820,76721,102397,94865,178215,120719,44764
,,,,,,,,4557,54551,38149,58575,74739,99227,92399,172318,117616,43921
,,,,,,,,4558,53285,37443,56769,72404,95218,89719,165218,109946,41775
,,,,,,,,4559,51409,36416,54912,67671,87531,85136,152652,100009,37971
,,,,,,,,4560,50073,35454,52499,62243,80105,79538,139700,91689,34318
,,,,,,,,4561,47878,33483,48215,57618,74473,73909,128638,85979,31659
,,,,,,,,4562,43179,30714,44060,54584,70623,69854,120897,81953,29908
,,,,,,,,4563,38943,28236,41087,52525,67987,67269,115538,79688,28839
,,,,,,,,4564,36157,26648,38886,51317,67203,65630,112590,79358,28523
,,,,,,,,4565,34236,25665,37259,51066,68371,65194,112675,82015,28921
,,,,,,,,4566,33141,25067,36301,52526,71293,66317,116479,86721,30533
,,,,,,,,4567,32478,25153,36242,55052,76524,68734,122336,93697,33777
,,,,,,,,4568,32753,25835,36876,56689,82574,71729,129637,100392,37090
,,,,,,,,4569,33705,27439,38366,58970,87900,75899,139576,106530,39675
,,,,,,,,4570,34962,29673,40814,61761,92801,80150,150186,112700,41878
,,,,,,,,4571,37865,31615,43944,65436,97186,84528,161223,117894,43724
,,,,,,,,4572,40510,33117,47295,68419,100843,88296,171169,122281,44974
,,,,,,,,4573,43368,34457,50710,71381,104048,91545,178685,125819,46045
,,,,,,,,4574,46468,35550,53759,74016,106414,94144,184474,128138,47093
,,,,,,,,4575,49055,36320,56260,76086,107853,95670,186379,129416,47825
,,,,,,,,4576,51349,36890,58205,77787,108710,96288,184362,129942,48345
,,,,,,,,4577,53935,37400,59889,78568,108769,96164,179727,129258,48409
,,,,,,,,4578,56214,37739,61174,78145,107507,95969,173661,126497,47525
,,,,,,,,4579,57620,37896,61418,76357,104775,94888,166719,121881,46075
,,,,,,,,4580,58701,38106,60852,73484,101075,92927,161179,117853,44841
,,,,,,,,4581,58358,38071,59428,71713,98010,90666,157125,115106,44177
,,,,,,,,4582,56779,37329,57584,69708,93969,88819,151482,107865,42187
,,,,,,,,4583,54428,36416,55926,65624,86539,84215,140878,98334,38416
,,,,,,,,4584,52755,35575,53644,60376,79205,77958,128614,90050,34806
,,,,,,,,4585,50184,33818,49638,55909,73766,72361,119059,84012,32222
,,,,,,,,4586,45070,31091,45651,52834,69937,68478,112397,80034,30349
,,,,,,,,4587,40371,28567,42575,50888,67431,65942,107895,77747,29392
,,,,,,,,4588,37471,26990,40201,49848,66580,64440,105882,77730,29068
,,,,,,,,4589,35296,25963,38601,50020,67743,64199,106682,80389,29617
,,,,,,,,4590,34043,25410,37662,51615,70446,65393,111148,84969,31364
,,,,,,,,4591,33470,25442,37681,54300,75213,67592,117481,91634,34725
,,,,,,,,4592,33728,26252,38230,56230,81233,70947,123638,98729,38404
,,,,,,,,4593,35029,27815,39622,58918,86925,75301,131469,105379,41267
,,,,,,,,4594,36252,29939,41887,61769,91809,79818,139653,111726,43498
,,,,,,,,4595,39113,31763,44758,65013,96296,84097,147667,117280,45442
,,,,,,,,4596,41863,33152,47740,68053,100071,88415,154874,121976,46904
,,,,,,,,4597,44915,34514,51099,70793,103604,91978,160395,126278,48029
,,,,,,,,4598,47973,35807,53938,73275,106410,94913,164877,129166,49021
,,,,,,,,4599,50950,36895,56325,74899,108428,97358,167328,130969,49607
,,,,,,,,4600,53416,37724,58176,76007,109946,98703,167356,131999,50092
,,,,,,,,4601,56316,38440,59620,76842,110729,99332,166747,131562,50325
,,,,,,,,4602,58440,39107,60904,76799,109719,99481,164232,128652,49756
,,,,,,,,4603,59823,39528,61516,75542,107326,98554,159548,124024,48373
,,,,,,,,4604,59883,39322,60761,73274,103232,96385,154888,119600,46432
,,,,,,,,4605,58715,38687,59031,71395,99632,93410,151403,116302,45153
,,,,,,,,4606,56934,37975,57544,70027,95629,90422,146360,108976,42994
,,,,,,,,4607,54807,37089,56100,65711,87627,85665,136015,99357,39159
,,,,,,,,4608,53685,36110,53764,60365,80089,79767,124466,90650,35419
,,,,,,,,4609,51301,34323,49647,55961,74641,73890,115023,84628,32801
,,,,,,,,4610,46417,31986,45747,53019,70701,69960,108467,80522,31059
,,,,,,,,4611,41614,29239,42149,51075,67926,67206,104591,78136,29908
,,,,,,,,4612,38562,27397,39626,50024,67083,65350,102740,77780,29452
,,,,,,,,4613,36528,26307,37929,49913,68205,64613,103939,80323,29961
,,,,,,,,4614,34921,25564,36984,51587,71326,65698,108413,84871,31805
,,,,,,,,4615,34555,25615,36987,54262,76449,68142,115251,91913,35343
,,,,,,,,4616,34828,26259,37702,56151,82735,71559,121720,99274,39116
,,,,,,,,4617,36225,27906,38962,58877,88608,76329,129788,106210,42260
,,,,,,,,4618,37591,29794,40905,62435,94137,81674,137864,112820,44869
,,,,,,,,4619,39738,31850,43360,66615,99161,87193,145662,118828,47202
,,,,,,,,4620,42075,33363,46126,70258,103774,91830,152004,123946,49116
,,,,,,,,4621,44682,34812,49234,73042,107687,96223,157195,129100,50534
,,,,,,,,4622,47256,35836,51896,75783,110693,99007,161262,132391,51696
,,,,,,,,4623,49464,36760,54127,77806,112539,100556,164047,134399,52410
,,,,,,,,4624,51262,37723,56065,79709,113612,101634,164899,135585,52899
,,,,,,,,4625,53500,38577,57859,81747,113592,102736,164691,134934,52999
,,,,,,,,4626,54929,39196,59036,81841,112664,101812,162095,131925,52140
,,,,,,,,4627,55751,39431,59377,80583,110128,100757,158157,126659,50524
,,,,,,,,4628,55151,38898,58289,77839,106286,98317,154206,122142,48484
,,,,,,,,4629,53820,37966,56099,75069,103154,95461,151405,118972,47111
,,,,,,,,4630,52528,37096,54216,73312,99049,92414,146586,111438,44745
,,,,,,,,4631,51360,36171,52803,68484,91165,87366,136645,101773,40806
,,,,,,,,4632,50667,35256,50735,62808,83486,81259,125490,92976,36970
,,,,,,,,4633,48765,33789,46946,57744,77883,75336,116475,86749,34120
,,,,,,,,4634,44737,31248,43411,54424,73757,71090,109661,82585,32236
,,,,,,,,4635,40644,28748,40499,52076,71084,68085,105764,80080,31097
,,,,,,,,4636,37602,27087,38412,50663,70043,66173,103739,79514,30656
,,,,,,,,4637,35425,26094,37134,50426,71156,65397,104587,82186,31182
,,,,,,,,4638,34327,25464,36429,51745,74180,66449,108243,86480,32879
,,,,,,,,4639,33653,25401,36748,54173,79117,68594,114406,92869,36246
,,,,,,,,4640,33965,26254,37438,56106,85516,72038,121924,99664,40048
,,,,,,,,4641,35435,27765,38763,59773,91537,76625,131014,106127,43367
,,,,,,,,4642,36929,29636,40647,63933,97089,81305,140237,113023,46244
,,,,,,,,4643,39235,31489,42828,68347,102111,86047,149519,118985,48783
,,,,,,,,4644,41515,33073,44522,72314,106186,90356,157952,123777,50715
,,,,,,,,4645,43579,34234,46169,75366,109271,94178,165151,127277,52038
,,,,,,,,4646,45764,34981,48043,78415,111288,97501,170881,129092,52894
,,,,,,,,4647,47443,35517,49293,80500,111804,99723,174676,128919,53144
,,,,,,,,4648,48587,36091,50293,81867,112628,100879,175972,128658,53082
,,,,,,,,4649,50214,36774,51553,82569,111566,101375,174986,126550,52567
,,,,,,,,4650,51778,37060,52966,81575,108973,100265,171642,122635,51253
,,,,,,,,4651,52723,37470,53689,79527,105751,98020,166030,118131,49579
,,,,,,,,4652,52762,36875,52481,76455,101570,94716,160030,114618,47855
,,,,,,,,4653,51600,35724,50431,73667,98617,91936,155373,112089,46676
,,,,,,,,4654,49821,34784,49183,71838,94880,89305,150370,106133,44691
,,,,,,,,4655,47702,33941,48131,67467,88166,85073,140649,98028,41266
,,,,,,,,4656,47041,33372,46748,62513,81319,79588,129883,90295,37833
,,,,,,,,4657,45840,32112,44047,57804,76159,74040,120226,84652,35226
,,,,,,,,4658,42278,30010,41473,54462,72048,69699,113351,80809,33468
,,,,,,,,4659,38677,27981,39032,51966,69349,66690,108761,78290,32274
,,,,,,,,4660,35807,26426,37039,50313,67771,64870,105816,76787,31470
,,,,,,,,4661,34048,25484,35695,49379,67511,63492,104769,77157,31152
,,,,,,,,4662,33139,24894,34745,49464,67764,63393,105593,77842,31406
,,,,,,,,4663,32443,24653,34378,49923,69667,63527,107990,81066,32996
,,,,,,,,4664,32263,24847,34338,51016,74750,65531,113975,87081,35863
,,,,,,,,4665,32521,25354,34650,55256,80966,70517,125157,93957,39095
,,,,,,,,4666,32582,26538,36082,60705,86797,76165,137241,100300,41716
,,,,,,,,4667,33772,28255,38917,66236,91852,81923,148300,105385,43711
,,,,,,,,4668,36134,29955,41772,71124,95868,86759,157615,109401,45383
,,,,,,,,4669,38687,31316,44494,75182,98548,91181,164630,111899,46639
,,,,,,,,4670,40476,32082,47052,77719,100501,94580,168784,113678,47584
,,,,,,,,4671,42359,32726,49063,79225,101943,96549,171585,114541,48213
,,,,,,,,4672,43812,33045,50454,81101,103192,98572,173133,115458,48757
,,,,,,,,4673,45186,33615,51306,82652,103535,99313,173967,115279,49146
,,,,,,,,4674,46657,34123,50740,82984,102721,99473,171806,113915,49006
,,,,,,,,4675,47877,34721,49541,81387,100579,97762,167452,111634,47980
,,,,,,,,4676,48103,34436,48286,77494,97023,94478,161212,109305,46384
,,,,,,,,4677,47583,33758,46751,73578,94545,91100,156042,107650,45448
,,,,,,,,4678,46476,33061,45811,71216,91608,88215,150673,102788,43874
,,,,,,,,4679,44629,32302,45230,66740,85709,83921,140681,95844,40868
,,,,,,,,4680,44047,31772,43932,61797,79519,78644,129452,88981,37677
,,,,,,,,4681,42791,30688,41476,56982,74350,73084,119716,83609,35070
,,,,,,,,4682,39707,28785,38872,53594,70597,69045,112322,80040,33181
,,,,,,,,4683,36498,26840,36707,51062,68075,65966,107079,77580,31897
,,,,,,,,4684,34220,25230,34906,49329,66305,63783,103769,76240,31115
,,,,,,,,4685,32990,24561,33561,48314,65688,62532,102054,76041,30722
,,,,,,,,4686,31728,23988,32546,47930,65305,61914,101162,76130,30577
,,,,,,,,4687,31017,23835,32163,47862,66722,61651,102702,79322,31748
,,,,,,,,4688,30797,23892,31857,48567,72596,63084,108998,86420,34357
,,,,,,,,4689,30962,24343,32272,52647,80153,67982,121388,94890,37634
,,,,,,,,4690,30695,25198,33711,57593,87329,73773,133973,103646,40859
,,,,,,,,4691,31718,26753,36543,62496,93597,79177,144547,111374,43656
,,,,,,,,4692,33681,28356,39547,66724,98674,84638,153940,117366,45743
,,,,,,,,4693,35472,29681,42594,70135,102546,89722,162209,122061,46757
,,,,,,,,4694,37320,30594,45452,72845,105400,93665,168428,125398,47230
,,,,,,,,4695,38829,31173,47873,75090,107415,96254,172205,127264,47346
,,,,,,,,4696,40522,31576,49765,76360,109032,98107,174609,128700,47602
,,,,,,,,4697,42330,31984,51541,76813,110444,99632,174552,128943,47991
,,,,,,,,4698,43987,32285,52371,75977,110525,100283,173120,127435,48002
,,,,,,,,4699,45222,32607,52204,73822,108986,99181,169069,124113,47287
,,,,,,,,4700,45689,32483,50743,70873,105815,96528,163492,120792,46502
,,,,,,,,4701,45501,32196,48864,68712,103219,93674,158402,117644,45869
,,,,,,,,4702,44819,31804,47679,67282,99824,91421,152704,110839,43721
,,,,,,,,4703,43338,31307,46800,63371,92929,87060,143312,102300,40459
,,,,,,,,4704,42883,30807,44959,58360,86072,80966,130060,94855,37252
,,,,,,,,4705,41573,29644,41865,53702,80635,74991,119977,89113,35008
,,,,,,,,4706,38126,27635,39391,51075,76683,71107,112871,85494,33561
,,,,,,,,4707,34650,25599,36804,49280,74151,68395,108234,83079,32565
,,,,,,,,4708,32421,24366,35010,48356,73282,66790,105972,83185,32333
,,,,,,,,4709,31173,23650,33848,48537,74598,66279,106767,86154,32950
,,,,,,,,4710,30259,23346,33221,50252,78188,67461,110971,91168,34892
,,,,,,,,4711,29957,23709,33506,52843,84023,70007,117608,99354,38542
,,,,,,,,4712,30476,24736,34418,55351,91941,73660,125555,108125,42621
,,,,,,,,4713,32198,26429,35945,59114,99279,79329,136255,116494,45932
,,,,,,,,4714,33662,28517,38416,63850,106238,85574,148889,125432,48753
,,,,,,,,4715,36074,30405,41404,69096,112684,91490,161853,133209,51205
,,,,,,,,4716,38434,31780,44462,74204,117809,96620,173135,138877,53121
,,,,,,,,4717,40161,32857,47345,78561,121356,101231,180659,143599,54652
,,,,,,,,4718,41867,33718,49899,82379,124015,105228,184663,146588,55891
,,,,,,,,4719,43100,34433,51838,85195,125202,107605,186932,148259,56365
,,,,,,,,4720,43913,35047,53367,86816,125867,109143,187336,149647,56754
,,,,,,,,4721,44643,35386,54639,86521,125899,109579,185372,149320,56653
,,,,,,,,4722,45189,35495,55366,84946,125131,108845,181807,147846,55828
,,,,,,,,4723,45438,35487,55004,82324,122513,107238,176612,143666,54297
,,,,,,,,4724,45544,35540,53883,79461,118960,104645,170723,138983,52978
,,,,,,,,4725,44816,35116,52202,76655,116144,101932,165329,135013,52175
,,,,,,,,4726,43455,34299,50461,74721,111792,98670,158835,126408,49497
,,,,,,,,4727,42140,33683,49105,69791,103277,93413,147293,115313,44988
,,,,,,,,4728,42438,33041,46840,63816,94954,86945,135158,105322,40752
,,,,,,,,4729,41342,31489,43046,58822,88914,80416,124206,98363,37716
,,,,,,,,4730,37819,28918,39623,55529,84267,75826,116900,93291,35595
,,,,,,,,4731,34368,26726,36947,53377,81320,72642,112098,90258,34292
,,,,,,,,4732,32364,25298,35022,52030,79888,70414,109315,89306,33758
,,,,,,,,4733,31324,24504,33703,51971,80868,69705,109575,91630,34181
,,,,,,,,4734,30358,24119,33038,53410,84077,70484,113784,96210,35975
,,,,,,,,4735,29683,24243,33238,55824,89585,72813,120325,104137,39664
,,,,,,,,4736,30417,25203,33945,57715,97343,76196,127974,113441,43751
,,,,,,,,4737,31677,26708,35436,61510,104348,82488,138189,122957,47270
,,,,,,,,4738,33219,28646,37766,66358,111157,89251,149498,132692,50537
,,,,,,,,4739,35596,30354,40660,71266,117133,95173,161656,140804,53374
,,,,,,,,4740,37851,31802,43517,76267,121629,100792,172212,146918,55389
,,,,,,,,4741,39589,32974,46203,80431,125101,105213,180081,151102,56925
,,,,,,,,4742,41259,33779,48563,83768,127384,109180,184360,153329,58119
,,,,,,,,4743,41951,34552,50455,85837,128100,111608,185260,154279,58819
,,,,,,,,4744,42388,35234,52271,86772,128184,113258,184524,155249,59436
,,,,,,,,4745,43022,35728,53806,86603,127835,114007,182917,155230,59583
,,,,,,,,4746,43594,36015,54880,85881,126141,113566,180227,153643,58866
,,,,,,,,4747,44027,36140,55377,83970,123148,111688,175266,149977,57445
,,,,,,,,4748,44455,36253,54987,81173,119561,108736,170539,146980,56244
,,,,,,,,4749,44158,35932,53432,79023,116412,105915,166294,143812,55338
,,,,,,,,4750,43319,35034,51432,77053,111505,102301,159758,134618,52674
,,,,,,,,4751,42496,34207,49899,71886,103044,96583,147749,123762,48274
,,,,,,,,4752,42890,33422,47375,65833,94927,89711,134899,113985,44185
,,,,,,,,4753,41943,31801,43488,60707,88763,83346,124203,106846,41298
,,,,,,,,4754,38420,29049,39770,57077,83991,78320,116507,101419,39237
,,,,,,,,4755,34991,26837,37016,54703,80720,74956,111676,97806,38016
,,,,,,,,4756,32510,25523,35138,53240,79255,72830,108894,96877,37461
,,,,,,,,4757,30939,24699,33701,53003,80426,71958,109793,99096,37853
,,,,,,,,4758,30220,24246,33014,54378,83608,72625,114011,103646,39654
,,,,,,,,4759,29824,24419,33241,56747,88575,74833,120704,111133,43141
,,,,,,,,4760,30410,25371,34048,58858,94453,78441,128523,119605,47132
,,,,,,,,4761,31920,27043,35378,62758,100135,83954,138313,128231,50304
,,,,,,,,4762,33410,29018,37542,67838,105263,89744,149335,137019,53145
,,,,,,,,4763,35627,30815,40295,73276,109892,96255,160784,144367,55696
,,,,,,,,4764,37991,32175,43257,78369,113955,101942,171427,149783,57575
,,,,,,,,4765,40069,33494,46387,82564,116692,106585,179895,153108,58506
,,,,,,,,4766,41923,34280,49282,86069,118782,110643,186632,152946,58332
,,,,,,,,4767,43235,34956,51594,88611,119487,113216,190232,149454,57062
,,,,,,,,4768,44309,35638,53800,90016,119400,115483,190161,145235,55179
,,,,,,,,4769,45877,36218,55744,90176,118529,116783,187703,141401,53739
,,,,,,,,4770,47086,36694,57182,89166,116722,116514,182825,138232,52802
,,,,,,,,4771,47901,37033,57502,87149,113688,114763,176693,134226,51452
,,,,,,,,4772,47865,36620,56574,83986,110231,111334,171043,130697,49875
,,,,,,,,4773,47021,35974,54539,80847,107594,107295,166068,127239,48787
,,,,,,,,4774,46005,35128,52630,78595,103020,103520,159580,118826,46417
,,,,,,,,4775,44974,34494,51046,73471,95052,97631,147762,108514,42477
,,,,,,,,4776,45333,33654,48618,67393,87642,90933,135421,99962,38764
,,,,,,,,4777,44220,31967,44786,62090,82377,84444,125022,94026,36007
,,,,,,,,4778,40631,29509,41368,58430,78400,79637,117656,90000,34074
,,,,,,,,4779,36844,27266,38574,55831,75937,76475,112872,87331,32938
,,,,,,,,4780,34608,25783,36567,54086,74921,74219,110160,87050,32457
,,,,,,,,4781,32885,24952,35293,53621,76279,73216,111268,90082,32905
,,,,,,,,4782,31695,24461,34669,54810,79975,73784,115436,95351,34455
,,,,,,,,4783,31218,24609,34795,57186,84635,75824,122129,102085,37166
,,,,,,,,4784,31715,25462,35672,59144,89574,78843,130055,108168,39969
,,,,,,,,4785,32664,27206,37035,63296,93519,84229,140021,113660,41888
,,,,,,,,4786,34398,29301,39097,68590,96874,90394,151422,119169,43128
,,,,,,,,4787,37245,31107,42006,74134,100043,96271,163461,123499,44136
