Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_tonne_per_hr_z1,Load_H2_tonne_per_hr_z2,Load_H2_tonne_per_hr_z3,Load_H2_tonne_per_hr_z4,Load_H2_tonne_per_hr_z5,Load_H2_tonne_per_hr_z6,Load_H2_tonne_per_hr_z7
,,,,,,,2776,5.46,32.122,12.096,24.918,8.506,18.106,0
,,,,,,,2777,5.306,31.224,11.758,24.22,8.268,17.6,0
,,,,,,,2778,4.99,29.358,11.056,22.774,7.774,16.55,0
,,,,,,,2779,4.108,24.178,9.104,18.754,6.402,13.628,0
,,,,,,,2780,3.018,17.752,6.686,13.772,4.7,10.008,0
,,,,,,,2781,2.184,12.848,4.838,9.966,3.402,7.242,0
,,,,,,,2782,1.644,9.67,3.642,7.502,2.56,5.452,0
,,,,,,,2783,0.974,5.734,2.16,4.448,1.518,3.232,0
,,,,,,,2784,0.552,3.246,1.222,2.518,0.86,1.83,0
,,,,,,,2785,0.372,2.19,0.824,1.698,0.58,1.234,0
,,,,,,,2786,0.272,1.606,0.604,1.246,0.426,0.904,0
,,,,,,,2787,0.384,2.262,0.852,1.754,0.598,1.276,0
,,,,,,,2788,0.892,5.254,1.978,4.076,1.392,2.962,0
,,,,,,,2789,1.922,11.31,4.26,8.774,2.994,6.376,0
,,,,,,,2790,3.088,18.17,6.842,14.094,4.812,10.242,0
,,,,,,,2791,3.82,22.474,8.464,17.434,5.95,12.668,0
,,,,,,,2792,4.378,25.758,9.7,19.982,6.82,14.52,0
,,,,,,,2793,4.614,27.144,10.222,21.056,7.188,15.302,0
,,,,,,,2794,4.414,25.978,9.782,20.152,6.878,14.644,0
,,,,,,,2795,4.39,25.832,9.728,20.038,6.84,14.56,0
,,,,,,,2796,4.552,26.78,10.084,20.774,7.09,15.096,0
,,,,,,,2797,4.836,28.458,10.716,22.076,7.536,16.042,0
,,,,,,,2798,5.022,29.552,11.13,22.924,7.826,16.658,0
,,,,,,,2799,5.432,31.96,12.036,24.792,8.462,18.016,0
,,,,,,,2800,5.766,33.93,12.778,26.32,8.984,19.126,0
,,,,,,,2801,5.606,32.982,12.42,25.586,8.734,18.592,0
,,,,,,,2802,5.27,31.012,11.678,24.056,8.212,17.482,0
,,,,,,,2803,4.34,25.54,9.618,19.812,6.762,14.396,0
,,,,,,,2804,3.188,18.754,7.062,14.548,4.966,10.572,0
,,,,,,,2805,2.306,13.572,5.112,10.528,3.594,7.65,0
,,,,,,,2806,1.736,10.216,3.848,7.924,2.704,5.758,0
,,,,,,,2807,1.03,6.056,2.28,4.698,1.604,3.414,0
,,,,,,,2808,0.582,3.43,1.292,2.66,0.908,1.934,0
,,,,,,,2809,0.572,3.37,1.27,2.614,0.892,1.9,0
,,,,,,,2810,0.404,2.378,0.896,1.844,0.63,1.34,0
,,,,,,,2811,0.392,2.302,0.868,1.786,0.61,1.298,0
,,,,,,,2812,0.548,3.23,1.216,2.504,0.854,1.82,0
,,,,,,,2813,1.018,5.99,2.256,4.648,1.586,3.376,0
,,,,,,,2814,1.672,9.836,3.704,7.63,2.604,5.546,0
,,,,,,,2815,2.538,14.934,5.624,11.586,3.954,8.418,0
,,,,,,,2816,3.448,20.282,7.638,15.734,5.37,11.434,0
,,,,,,,2817,4.37,25.714,9.684,19.948,6.808,14.496,0
,,,,,,,2818,4.84,28.476,10.724,22.09,7.54,16.052,0
,,,,,,,2819,4.996,29.402,11.072,22.808,7.786,16.574,0
,,,,,,,2820,5.226,30.746,11.578,23.85,8.14,17.332,0
,,,,,,,2821,5.552,32.672,12.304,25.346,8.652,18.418,0
,,,,,,,2822,5.796,34.1,12.842,26.452,9.03,19.222,0
,,,,,,,2823,6.08,35.776,13.472,27.752,9.474,20.168,0
,,,,,,,2824,6.238,36.702,13.822,28.472,9.718,20.69,0
,,,,,,,2825,5.928,34.876,13.134,27.054,9.234,19.66,0
,,,,,,,2826,5.362,31.546,11.88,24.472,8.354,17.782,0
,,,,,,,2827,4.456,26.214,9.872,20.336,6.942,14.778,0
,,,,,,,2828,3.464,20.382,7.676,15.812,5.398,11.49,0
,,,,,,,2829,2.644,15.552,5.856,12.064,4.118,8.766,0
,,,,,,,2830,2.064,12.14,4.572,9.418,3.214,6.844,0
,,,,,,,2831,1.44,8.476,3.192,6.576,2.244,4.778,0
,,,,,,,2832,0.932,5.482,2.064,4.252,1.452,3.09,0
,,,,,,,2833,0.576,3.392,1.278,2.632,0.898,1.912,0
,,,,,,,2834,0.742,4.364,1.644,3.384,1.156,2.46,0
,,,,,,,2835,0.272,1.598,0.602,1.24,0.424,0.902,0
,,,,,,,2836,0.424,2.496,0.94,1.936,0.66,1.406,0
,,,,,,,2837,0.792,4.662,1.756,3.616,1.234,2.628,0
,,,,,,,2838,1.3,7.65,2.88,5.934,2.026,4.312,0
,,,,,,,2839,1.986,11.684,4.4,9.064,3.094,6.586,0
,,,,,,,2840,2.812,16.54,6.23,12.83,4.38,9.324,0
,,,,,,,2841,3.674,21.62,8.142,16.772,5.724,12.188,0
,,,,,,,2842,4.728,27.822,10.478,21.582,7.366,15.684,0
,,,,,,,2843,5.402,31.782,11.968,24.654,8.416,17.916,0
,,,,,,,2844,5.54,32.604,12.278,25.29,8.632,18.378,0
,,,,,,,2845,5.516,32.454,12.222,25.176,8.594,18.294,0
,,,,,,,2846,5.35,31.482,11.856,24.422,8.336,17.746,0
,,,,,,,2847,5.236,30.81,11.602,23.9,8.158,17.368,0
,,,,,,,2848,5.008,29.466,11.096,22.856,7.802,16.61,0
,,,,,,,2849,4.766,28.046,10.562,21.756,7.426,15.81,0
,,,,,,,2850,4.272,25.132,9.464,19.496,6.654,14.166,0
,,,,,,,2851,3.674,21.62,8.142,16.772,5.724,12.188,0
,,,,,,,2852,2.938,17.288,6.51,13.41,4.578,9.746,0
,,,,,,,2853,2.342,13.776,5.188,10.686,3.648,7.766,0
,,,,,,,2854,1.82,10.714,4.034,8.31,2.836,6.04,0
,,,,,,,2855,1.312,7.724,2.91,5.992,2.046,4.354,0
,,,,,,,2856,0.894,5.26,1.98,4.08,1.392,2.964,0
,,,,,,,2857,0.324,1.902,0.716,1.476,0.504,1.072,0
,,,,,,,2858,0.244,1.434,0.54,1.114,0.38,0.808,0
,,,,,,,2859,0.35,2.058,0.776,1.596,0.546,1.16,0
,,,,,,,2860,0.8,4.71,1.774,3.654,1.248,2.656,0
,,,,,,,2861,1.648,9.7,3.654,7.526,2.568,5.468,0
,,,,,,,2862,2.682,15.784,5.944,12.244,4.18,8.898,0
,,,,,,,2863,3.358,19.76,7.442,15.328,5.232,11.138,0
,,,,,,,2864,3.848,22.646,8.528,17.566,5.996,12.766,0
,,,,,,,2865,4.048,23.816,8.968,18.474,6.306,13.424,0
,,,,,,,2866,4.286,25.22,9.498,19.564,6.678,14.216,0
,,,,,,,2867,5.082,29.898,11.26,23.192,7.916,16.854,0
,,,,,,,2868,5.412,31.848,11.994,24.704,8.432,17.952,0
,,,,,,,2869,5.572,32.784,12.346,25.43,8.68,18.48,0
,,,,,,,2870,5.466,32.16,12.11,24.946,8.516,18.128,0
,,,,,,,2871,5.412,31.848,11.994,24.704,8.432,17.952,0
,,,,,,,2872,5.188,30.522,11.494,23.676,8.082,17.206,0
,,,,,,,2873,4.922,28.962,10.906,22.466,7.668,16.326,0
,,,,,,,2874,4.352,25.608,9.644,19.866,6.78,14.436,0
,,,,,,,2875,3.624,21.32,8.028,16.538,5.646,12.018,0
,,,,,,,2876,2.762,16.252,6.12,12.606,4.304,9.16,0
,,,,,,,2877,2.1,12.352,4.652,9.582,3.27,6.962,0
,,,,,,,2878,1.464,8.61,3.242,6.678,2.28,4.852,0
,,,,,,,2879,0.906,5.334,2.008,4.138,1.412,3.006,0
,,,,,,,2880,0.536,3.15,1.186,2.444,0.834,1.776,0
,,,,,,,2881,0.498,2.934,1.106,2.276,0.778,1.654,0
,,,,,,,2882,0.36,2.12,0.798,1.644,0.562,1.194,0
,,,,,,,2883,0.332,1.956,0.736,1.518,0.518,1.102,0
,,,,,,,2884,0.492,2.894,1.09,2.244,0.766,1.632,0
,,,,,,,2885,0.886,5.218,1.964,4.048,1.382,2.942,0
,,,,,,,2886,1.454,8.56,3.224,6.64,2.266,4.826,0
,,,,,,,2887,2.196,12.922,4.866,10.024,3.422,7.284,0
,,,,,,,2888,3,17.65,6.646,13.692,4.674,9.948,0
,,,,,,,2889,3.79,22.296,8.396,17.296,5.904,12.568,0
,,,,,,,2890,4.204,24.742,9.318,19.192,6.552,13.946,0
,,,,,,,2891,4.336,25.516,9.61,19.794,6.756,14.384,0
,,,,,,,2892,4.524,26.616,10.024,20.648,7.048,15.004,0
,,,,,,,2893,4.814,28.328,10.668,21.976,7.502,15.968,0
,,,,,,,2894,5.03,29.592,11.144,22.956,7.836,16.682,0
,,,,,,,2895,5.264,30.978,11.666,24.03,8.202,17.462,0
,,,,,,,2896,5.396,31.752,11.958,24.632,8.408,17.898,0
,,,,,,,2897,5.134,30.204,11.374,23.43,7.998,17.026,0
,,,,,,,2898,4.648,27.35,10.3,21.216,7.242,15.418,0
,,,,,,,2899,3.858,22.704,8.55,17.612,6.012,12.798,0
,,,,,,,2900,2.986,17.568,6.616,13.628,4.652,9.902,0
,,,,,,,2901,2.28,13.41,5.05,10.402,3.55,7.56,0
,,,,,,,2902,1.766,10.394,3.914,8.062,2.752,5.86,0
,,,,,,,2903,1.24,7.296,2.748,5.66,1.932,4.112,0
,,,,,,,2904,0.79,4.646,1.75,3.604,1.23,2.62,0
,,,,,,,2905,0.338,1.984,0.748,1.54,0.526,1.118,0
,,,,,,,2906,0.248,1.456,0.548,1.13,0.386,0.82,0
,,,,,,,2907,0.348,2.05,0.772,1.59,0.544,1.156,0
,,,,,,,2908,0.81,4.764,1.794,3.696,1.262,2.686,0
,,,,,,,2909,1.742,10.254,3.862,7.954,2.716,5.78,0
,,,,,,,2910,2.8,16.474,6.204,12.778,4.362,9.286,0
,,,,,,,2911,3.464,20.376,7.674,15.806,5.396,11.486,0
,,,,,,,2912,3.97,23.354,8.794,18.116,6.184,13.164,0
,,,,,,,2913,4.182,24.612,9.268,19.092,6.516,13.874,0
,,,,,,,2914,4.002,23.552,8.87,18.27,6.236,13.276,0
,,,,,,,2915,3.98,23.42,8.82,18.168,6.202,13.202,0
,,,,,,,2916,4.126,24.28,9.144,18.834,6.43,13.686,0
,,,,,,,2917,4.386,25.802,9.716,20.016,6.832,14.544,0
,,,,,,,2918,4.554,26.794,10.09,20.786,7.094,15.104,0
,,,,,,,2919,4.924,28.978,10.912,22.478,7.672,16.334,0
,,,,,,,2920,5.228,30.764,11.586,23.864,8.146,17.342,0
,,,,,,,2921,5.082,29.904,11.262,23.198,7.918,16.856,0
,,,,,,,2922,4.778,28.118,10.588,21.812,7.446,15.85,0
,,,,,,,2923,3.936,23.156,8.72,17.962,6.132,13.052,0
,,,,,,,2924,2.89,17.002,6.404,13.19,4.502,9.584,0
,,,,,,,2925,2.092,12.306,4.634,9.546,3.258,6.936,0
,,,,,,,2926,1.574,9.262,3.488,7.184,2.452,5.222,0
,,,,,,,2927,0.934,5.492,2.068,4.26,1.454,3.096,0
,,,,,,,2928,0.528,3.11,1.17,2.412,0.824,1.752,0
,,,,,,,2929,0.352,2.072,0.78,1.608,0.548,1.168,0
,,,,,,,2930,0.258,1.52,0.572,1.178,0.402,0.856,0
,,,,,,,2931,0.364,2.142,0.806,1.662,0.568,1.208,0
,,,,,,,2932,0.846,4.974,1.872,3.858,1.316,2.804,0
,,,,,,,2933,1.82,10.708,4.032,8.306,2.836,6.036,0
,,,,,,,2934,2.924,17.2,6.478,13.342,4.554,9.696,0
,,,,,,,2935,3.616,21.276,8.012,16.504,5.634,11.994,0
,,,,,,,2936,4.144,24.384,9.182,18.916,6.456,13.746,0
,,,,,,,2937,4.368,25.696,9.678,19.934,6.804,14.486,0
,,,,,,,2938,4.18,24.592,9.26,19.076,6.512,13.862,0
,,,,,,,2939,4.156,24.454,9.208,18.97,6.474,13.784,0
,,,,,,,2940,4.308,25.352,9.548,19.666,6.712,14.29,0
,,,,,,,2941,4.578,26.94,10.146,20.898,7.134,15.186,0
,,,,,,,2942,4.754,27.976,10.536,21.702,7.408,15.77,0
,,,,,,,2943,5.142,30.256,11.394,23.47,8.012,17.056,0
,,,,,,,2944,5.46,32.122,12.096,24.918,8.506,18.106,0
,,,,,,,2945,5.306,31.224,11.758,24.22,8.268,17.6,0
,,,,,,,2946,4.99,29.358,11.056,22.774,7.774,16.55,0
,,,,,,,2947,4.108,24.178,9.104,18.754,6.402,13.628,0
,,,,,,,2948,3.018,17.752,6.686,13.772,4.7,10.008,0
,,,,,,,2949,2.184,12.848,4.838,9.966,3.402,7.242,0
,,,,,,,2950,1.644,9.67,3.642,7.502,2.56,5.452,0
,,,,,,,2951,0.974,5.734,2.16,4.448,1.518,3.232,0
,,,,,,,2952,0.552,3.246,1.222,2.518,0.86,1.83,0
,,,,,,,2953,0.372,2.19,0.824,1.698,0.58,1.234,0
,,,,,,,2954,0.272,1.606,0.604,1.246,0.426,0.904,0
,,,,,,,2955,0.384,2.262,0.852,1.754,0.598,1.276,0
,,,,,,,2956,0.892,5.254,1.978,4.076,1.392,2.962,0
,,,,,,,2957,1.922,11.31,4.26,8.774,2.994,6.376,0
,,,,,,,2958,3.088,18.17,6.842,14.094,4.812,10.242,0
,,,,,,,2959,3.82,22.474,8.464,17.434,5.95,12.668,0
,,,,,,,2960,4.378,25.758,9.7,19.982,6.82,14.52,0
,,,,,,,2961,4.614,27.144,10.222,21.056,7.188,15.302,0
,,,,,,,2962,4.414,25.978,9.782,20.152,6.878,14.644,0
,,,,,,,2963,4.39,25.832,9.728,20.038,6.84,14.56,0
,,,,,,,2964,4.552,26.78,10.084,20.774,7.09,15.096,0
,,,,,,,2965,4.836,28.458,10.716,22.076,7.536,16.042,0
,,,,,,,2966,5.022,29.552,11.13,22.924,7.826,16.658,0
,,,,,,,2967,5.432,31.96,12.036,24.792,8.462,18.016,0
,,,,,,,2968,5.766,33.93,12.778,26.32,8.984,19.126,0
,,,,,,,2969,5.606,32.982,12.42,25.586,8.734,18.592,0
,,,,,,,2970,5.27,31.012,11.678,24.056,8.212,17.482,0
,,,,,,,2971,4.34,25.54,9.618,19.812,6.762,14.396,0
,,,,,,,2972,3.188,18.754,7.062,14.548,4.966,10.572,0
,,,,,,,2973,2.306,13.572,5.112,10.528,3.594,7.65,0
,,,,,,,2974,1.736,10.216,3.848,7.924,2.704,5.758,0
,,,,,,,2975,1.03,6.056,2.28,4.698,1.604,3.414,0
,,,,,,,2976,0.582,3.43,1.292,2.66,0.908,1.934,0
,,,,,,,2977,0.572,3.37,1.27,2.614,0.892,1.9,0
,,,,,,,2978,0.404,2.378,0.896,1.844,0.63,1.34,0
,,,,,,,2979,0.392,2.302,0.868,1.786,0.61,1.298,0
,,,,,,,2980,0.548,3.23,1.216,2.504,0.854,1.82,0
,,,,,,,2981,1.018,5.99,2.256,4.648,1.586,3.376,0
,,,,,,,2982,1.672,9.836,3.704,7.63,2.604,5.546,0
,,,,,,,2983,2.538,14.934,5.624,11.586,3.954,8.418,0
,,,,,,,2984,3.448,20.282,7.638,15.734,5.37,11.434,0
,,,,,,,2985,4.37,25.714,9.684,19.948,6.808,14.496,0
,,,,,,,2986,4.84,28.476,10.724,22.09,7.54,16.052,0
,,,,,,,2987,4.996,29.402,11.072,22.808,7.786,16.574,0
,,,,,,,2988,5.226,30.746,11.578,23.85,8.14,17.332,0
,,,,,,,2989,5.552,32.672,12.304,25.346,8.652,18.418,0
,,,,,,,2990,5.796,34.1,12.842,26.452,9.03,19.222,0
,,,,,,,2991,6.08,35.776,13.472,27.752,9.474,20.168,0
,,,,,,,2992,6.238,36.702,13.822,28.472,9.718,20.69,0
,,,,,,,2993,5.928,34.876,13.134,27.054,9.234,19.66,0
,,,,,,,2994,5.362,31.546,11.88,24.472,8.354,17.782,0
,,,,,,,2995,4.456,26.214,9.872,20.336,6.942,14.778,0
,,,,,,,2996,3.464,20.382,7.676,15.812,5.398,11.49,0
,,,,,,,2997,2.644,15.552,5.856,12.064,4.118,8.766,0
,,,,,,,2998,2.064,12.14,4.572,9.418,3.214,6.844,0
,,,,,,,2999,1.44,8.476,3.192,6.576,2.244,4.778,0
,,,,,,,3000,0.932,5.482,2.064,4.252,1.452,3.09,0
,,,,,,,3001,0.576,3.392,1.278,2.632,0.898,1.912,0
,,,,,,,3002,0.742,4.364,1.644,3.384,1.156,2.46,0
,,,,,,,3003,0.272,1.598,0.602,1.24,0.424,0.902,0
,,,,,,,3004,0.424,2.496,0.94,1.936,0.66,1.406,0
,,,,,,,3005,0.792,4.662,1.756,3.616,1.234,2.628,0
,,,,,,,3006,1.3,7.65,2.88,5.934,2.026,4.312,0
,,,,,,,3007,1.986,11.684,4.4,9.064,3.094,6.586,0
,,,,,,,3008,2.812,16.54,6.23,12.83,4.38,9.324,0
,,,,,,,3009,3.674,21.62,8.142,16.772,5.724,12.188,0
,,,,,,,3010,4.728,27.822,10.478,21.582,7.366,15.684,0
,,,,,,,3011,5.402,31.782,11.968,24.654,8.416,17.916,0
,,,,,,,3012,5.54,32.604,12.278,25.29,8.632,18.378,0
,,,,,,,3013,5.516,32.454,12.222,25.176,8.594,18.294,0
,,,,,,,3014,5.35,31.482,11.856,24.422,8.336,17.746,0
,,,,,,,3015,5.236,30.81,11.602,23.9,8.158,17.368,0
,,,,,,,3016,5.008,29.466,11.096,22.856,7.802,16.61,0
,,,,,,,3017,4.766,28.046,10.562,21.756,7.426,15.81,0
,,,,,,,3018,4.272,25.132,9.464,19.496,6.654,14.166,0
,,,,,,,3019,3.674,21.62,8.142,16.772,5.724,12.188,0
,,,,,,,3020,2.938,17.288,6.51,13.41,4.578,9.746,0
,,,,,,,3021,2.342,13.776,5.188,10.686,3.648,7.766,0
,,,,,,,3022,1.82,10.714,4.034,8.31,2.836,6.04,0
,,,,,,,3023,1.312,7.724,2.91,5.992,2.046,4.354,0
,,,,,,,3024,0.894,5.26,1.98,4.08,1.392,2.964,0
,,,,,,,3025,0.324,1.902,0.716,1.476,0.504,1.072,0
,,,,,,,3026,0.244,1.434,0.54,1.114,0.38,0.808,0
,,,,,,,3027,0.35,2.058,0.776,1.596,0.546,1.16,0
,,,,,,,3028,0.8,4.71,1.774,3.654,1.248,2.656,0
,,,,,,,3029,1.648,9.7,3.654,7.526,2.568,5.468,0
,,,,,,,3030,2.682,15.784,5.944,12.244,4.18,8.898,0
,,,,,,,3031,3.358,19.76,7.442,15.328,5.232,11.138,0
,,,,,,,3032,3.848,22.646,8.528,17.566,5.996,12.766,0
,,,,,,,3033,4.048,23.816,8.968,18.474,6.306,13.424,0
,,,,,,,3034,4.286,25.22,9.498,19.564,6.678,14.216,0
,,,,,,,3035,5.082,29.898,11.26,23.192,7.916,16.854,0
,,,,,,,3036,5.412,31.848,11.994,24.704,8.432,17.952,0
,,,,,,,3037,5.572,32.784,12.346,25.43,8.68,18.48,0
,,,,,,,3038,5.466,32.16,12.11,24.946,8.516,18.128,0
,,,,,,,3039,5.412,31.848,11.994,24.704,8.432,17.952,0
,,,,,,,3040,5.188,30.522,11.494,23.676,8.082,17.206,0
,,,,,,,3041,4.922,28.962,10.906,22.466,7.668,16.326,0
,,,,,,,3042,4.352,25.608,9.644,19.866,6.78,14.436,0
,,,,,,,3043,3.624,21.32,8.028,16.538,5.646,12.018,0
,,,,,,,3044,2.762,16.252,6.12,12.606,4.304,9.16,0
,,,,,,,3045,2.1,12.352,4.652,9.582,3.27,6.962,0
,,,,,,,3046,1.464,8.61,3.242,6.678,2.28,4.852,0
,,,,,,,3047,0.906,5.334,2.008,4.138,1.412,3.006,0
,,,,,,,3048,0.536,3.15,1.186,2.444,0.834,1.776,0
,,,,,,,3049,0.498,2.934,1.106,2.276,0.778,1.654,0
,,,,,,,3050,0.36,2.12,0.798,1.644,0.562,1.194,0
,,,,,,,3051,0.332,1.956,0.736,1.518,0.518,1.102,0
,,,,,,,3052,0.492,2.894,1.09,2.244,0.766,1.632,0
,,,,,,,3053,0.886,5.218,1.964,4.048,1.382,2.942,0
,,,,,,,3054,1.454,8.56,3.224,6.64,2.266,4.826,0
,,,,,,,3055,2.196,12.922,4.866,10.024,3.422,7.284,0
,,,,,,,3056,3,17.65,6.646,13.692,4.674,9.948,0
,,,,,,,3057,3.79,22.296,8.396,17.296,5.904,12.568,0
,,,,,,,3058,4.204,24.742,9.318,19.192,6.552,13.946,0
,,,,,,,3059,4.336,25.516,9.61,19.794,6.756,14.384,0
,,,,,,,3060,4.524,26.616,10.024,20.648,7.048,15.004,0
,,,,,,,3061,4.814,28.328,10.668,21.976,7.502,15.968,0
,,,,,,,3062,5.03,29.592,11.144,22.956,7.836,16.682,0
,,,,,,,3063,5.264,30.978,11.666,24.03,8.202,17.462,0
,,,,,,,3064,5.396,31.752,11.958,24.632,8.408,17.898,0
,,,,,,,3065,5.134,30.204,11.374,23.43,7.998,17.026,0
,,,,,,,3066,4.648,27.35,10.3,21.216,7.242,15.418,0
,,,,,,,3067,3.858,22.704,8.55,17.612,6.012,12.798,0
,,,,,,,3068,2.986,17.568,6.616,13.628,4.652,9.902,0
,,,,,,,3069,2.28,13.41,5.05,10.402,3.55,7.56,0
,,,,,,,3070,1.766,10.394,3.914,8.062,2.752,5.86,0
,,,,,,,3071,1.24,7.296,2.748,5.66,1.932,4.112,0
,,,,,,,3072,0.79,4.646,1.75,3.604,1.23,2.62,0
,,,,,,,3073,0.338,1.984,0.748,1.54,0.526,1.118,0
,,,,,,,3074,0.248,1.456,0.548,1.13,0.386,0.82,0
,,,,,,,3075,0.348,2.05,0.772,1.59,0.544,1.156,0
,,,,,,,3076,0.81,4.764,1.794,3.696,1.262,2.686,0
,,,,,,,3077,1.742,10.254,3.862,7.954,2.716,5.78,0
,,,,,,,3078,2.8,16.474,6.204,12.778,4.362,9.286,0
,,,,,,,3079,3.464,20.376,7.674,15.806,5.396,11.486,0
,,,,,,,3080,3.97,23.354,8.794,18.116,6.184,13.164,0
,,,,,,,3081,4.182,24.612,9.268,19.092,6.516,13.874,0
,,,,,,,3082,4.002,23.552,8.87,18.27,6.236,13.276,0
,,,,,,,3083,3.98,23.42,8.82,18.168,6.202,13.202,0
,,,,,,,3084,4.126,24.28,9.144,18.834,6.43,13.686,0
,,,,,,,3085,4.386,25.802,9.716,20.016,6.832,14.544,0
,,,,,,,3086,4.554,26.794,10.09,20.786,7.094,15.104,0
,,,,,,,3087,4.924,28.978,10.912,22.478,7.672,16.334,0
,,,,,,,3088,5.228,30.764,11.586,23.864,8.146,17.342,0
,,,,,,,3089,5.082,29.904,11.262,23.198,7.918,16.856,0
,,,,,,,3090,4.778,28.118,10.588,21.812,7.446,15.85,0
,,,,,,,3091,3.936,23.156,8.72,17.962,6.132,13.052,0
,,,,,,,3092,2.89,17.002,6.404,13.19,4.502,9.584,0
,,,,,,,3093,2.092,12.306,4.634,9.546,3.258,6.936,0
,,,,,,,3094,1.574,9.262,3.488,7.184,2.452,5.222,0
,,,,,,,3095,0.934,5.492,2.068,4.26,1.454,3.096,0
,,,,,,,3096,0.528,3.11,1.17,2.412,0.824,1.752,0
,,,,,,,3097,0.352,2.072,0.78,1.608,0.548,1.168,0
,,,,,,,3098,0.258,1.52,0.572,1.178,0.402,0.856,0
,,,,,,,3099,0.364,2.142,0.806,1.662,0.568,1.208,0
,,,,,,,3100,0.846,4.974,1.872,3.858,1.316,2.804,0
,,,,,,,3101,1.82,10.708,4.032,8.306,2.836,6.036,0
,,,,,,,3102,2.924,17.2,6.478,13.342,4.554,9.696,0
,,,,,,,3103,3.616,21.276,8.012,16.504,5.634,11.994,0
,,,,,,,3104,4.144,24.384,9.182,18.916,6.456,13.746,0
,,,,,,,3105,4.368,25.696,9.678,19.934,6.804,14.486,0
,,,,,,,3106,4.18,24.592,9.26,19.076,6.512,13.862,0
,,,,,,,3107,4.156,24.454,9.208,18.97,6.474,13.784,0
,,,,,,,3108,4.308,25.352,9.548,19.666,6.712,14.29,0
,,,,,,,3109,4.578,26.94,10.146,20.898,7.134,15.186,0
,,,,,,,3110,4.754,27.976,10.536,21.702,7.408,15.77,0
,,,,,,,3111,5.142,30.256,11.394,23.47,8.012,17.056,0
,,,,,,,3112,5.46,32.122,12.096,24.918,8.506,18.106,0
,,,,,,,3113,5.306,31.224,11.758,24.22,8.268,17.6,0
,,,,,,,3114,4.99,29.358,11.056,22.774,7.774,16.55,0
,,,,,,,3115,4.108,24.178,9.104,18.754,6.402,13.628,0
,,,,,,,3116,3.018,17.752,6.686,13.772,4.7,10.008,0
,,,,,,,3117,2.184,12.848,4.838,9.966,3.402,7.242,0
,,,,,,,3118,1.644,9.67,3.642,7.502,2.56,5.452,0
,,,,,,,3119,0.974,5.734,2.16,4.448,1.518,3.232,0
,,,,,,,3120,0.552,3.246,1.222,2.518,0.86,1.83,0
,,,,,,,3121,0.372,2.19,0.824,1.698,0.58,1.234,0
,,,,,,,3122,0.272,1.606,0.604,1.246,0.426,0.904,0
,,,,,,,3123,0.384,2.262,0.852,1.754,0.598,1.276,0
,,,,,,,3124,0.892,5.254,1.978,4.076,1.392,2.962,0
,,,,,,,3125,1.922,11.31,4.26,8.774,2.994,6.376,0
,,,,,,,3126,3.088,18.17,6.842,14.094,4.812,10.242,0
,,,,,,,3127,3.82,22.474,8.464,17.434,5.95,12.668,0
,,,,,,,3128,4.378,25.758,9.7,19.982,6.82,14.52,0
,,,,,,,3129,4.614,27.144,10.222,21.056,7.188,15.302,0
,,,,,,,3130,4.414,25.978,9.782,20.152,6.878,14.644,0
,,,,,,,3131,4.39,25.832,9.728,20.038,6.84,14.56,0
,,,,,,,3132,4.552,26.78,10.084,20.774,7.09,15.096,0
,,,,,,,3133,4.836,28.458,10.716,22.076,7.536,16.042,0
,,,,,,,3134,5.022,29.552,11.13,22.924,7.826,16.658,0
,,,,,,,3135,5.432,31.96,12.036,24.792,8.462,18.016,0
,,,,,,,3136,5.766,33.93,12.778,26.32,8.984,19.126,0
,,,,,,,3137,5.606,32.982,12.42,25.586,8.734,18.592,0
,,,,,,,3138,5.27,31.012,11.678,24.056,8.212,17.482,0
,,,,,,,3139,4.34,25.54,9.618,19.812,6.762,14.396,0
,,,,,,,3140,3.188,18.754,7.062,14.548,4.966,10.572,0
,,,,,,,3141,2.306,13.572,5.112,10.528,3.594,7.65,0
,,,,,,,3142,1.736,10.216,3.848,7.924,2.704,5.758,0
,,,,,,,3143,1.03,6.056,2.28,4.698,1.604,3.414,0
,,,,,,,3144,0.582,3.43,1.292,2.66,0.908,1.934,0
,,,,,,,3145,0.572,3.37,1.27,2.614,0.892,1.9,0
,,,,,,,3146,0.404,2.378,0.896,1.844,0.63,1.34,0
,,,,,,,3147,0.392,2.302,0.868,1.786,0.61,1.298,0
,,,,,,,3148,0.548,3.23,1.216,2.504,0.854,1.82,0
,,,,,,,3149,1.018,5.99,2.256,4.648,1.586,3.376,0
,,,,,,,3150,1.672,9.836,3.704,7.63,2.604,5.546,0
,,,,,,,3151,2.538,14.934,5.624,11.586,3.954,8.418,0
,,,,,,,3152,3.448,20.282,7.638,15.734,5.37,11.434,0
,,,,,,,3153,4.37,25.714,9.684,19.948,6.808,14.496,0
,,,,,,,3154,4.84,28.476,10.724,22.09,7.54,16.052,0
,,,,,,,3155,4.996,29.402,11.072,22.808,7.786,16.574,0
,,,,,,,3156,5.226,30.746,11.578,23.85,8.14,17.332,0
,,,,,,,3157,5.552,32.672,12.304,25.346,8.652,18.418,0
,,,,,,,3158,5.796,34.1,12.842,26.452,9.03,19.222,0
