Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_liqH2_tonne_per_hr_z1,Load_liqH2_tonne_per_hr_z2,Load_liqH2_tonne_per_hr_z3
,,,,,,,4493,2.545,14.975,5.64
,,,,,,,4494,4.18,24.59,9.26
,,,,,,,4495,6.345,37.335,14.06
,,,,,,,4496,8.62,50.705,19.095
,,,,,,,4497,10.925,64.285,24.21
,,,,,,,4498,12.1,71.19,26.81
,,,,,,,4499,12.49,73.505,27.68
,,,,,,,4500,13.065,76.865,28.945
,,,,,,,4501,13.88,81.68,30.76
,,,,,,,4502,14.49,85.25,32.105
,,,,,,,4503,15.2,89.44,33.68
,,,,,,,4504,15.595,91.755,34.555
,,,,,,,4505,14.82,87.19,32.835
,,,,,,,4506,13.405,78.865,29.7
,,,,,,,4507,11.14,65.535,24.68
,,,,,,,4508,8.66,50.955,19.19
,,,,,,,4509,6.61,38.88,14.64
,,,,,,,4510,5.16,30.35,11.43
,,,,,,,4511,3.6,21.19,7.98
,,,,,,,4512,2.33,13.705,5.16
,,,,,,,4513,1.44,8.48,3.195
,,,,,,,4514,1.855,10.91,4.11
,,,,,,,4515,0.68,3.995,1.505
,,,,,,,4516,1.06,6.24,2.35
,,,,,,,4517,1.98,11.655,4.39
,,,,,,,4518,3.25,19.125,7.2
,,,,,,,4519,4.965,29.21,11
,,,,,,,4520,7.03,41.35,15.575
,,,,,,,4521,9.185,54.05,20.355
,,,,,,,4522,11.82,69.555,26.195
,,,,,,,4523,13.505,79.455,29.92
,,,,,,,4524,13.85,81.51,30.695
,,,,,,,4525,13.79,81.135,30.555
,,,,,,,4526,13.375,78.705,29.64
,,,,,,,4527,13.09,77.025,29.005
,,,,,,,4528,12.52,73.665,27.74
,,,,,,,4529,11.915,70.115,26.405
,,,,,,,4530,10.68,62.83,23.66
,,,,,,,4531,9.185,54.05,20.355
,,,,,,,4532,7.345,43.22,16.275
,,,,,,,4533,5.855,34.44,12.97
,,,,,,,4534,4.55,26.785,10.085
,,,,,,,4535,3.28,19.31,7.275
,,,,,,,4536,2.235,13.15,4.95
,,,,,,,4537,0.81,4.755,1.79
,,,,,,,4538,0.61,3.585,1.35
,,,,,,,4539,0.875,5.145,1.94
,,,,,,,4540,2,11.775,4.435
,,,,,,,4541,4.12,24.25,9.135
,,,,,,,4542,6.705,39.46,14.86
,,,,,,,4543,8.395,49.4,18.605
,,,,,,,4544,9.62,56.615,21.32
,,,,,,,4545,10.12,59.54,22.42
,,,,,,,4546,10.715,63.05,23.745
,,,,,,,4547,12.705,74.745,28.15
,,,,,,,4548,13.53,79.62,29.985
,,,,,,,4549,13.93,81.96,30.865
,,,,,,,4550,13.665,80.4,30.275
,,,,,,,4551,13.53,79.62,29.985
,,,,,,,4552,12.97,76.305,28.735
,,,,,,,4553,12.305,72.405,27.265
,,,,,,,4554,10.88,64.02,24.11
,,,,,,,4555,9.06,53.3,20.07
,,,,,,,4556,6.905,40.63,15.3
,,,,,,,4557,5.25,30.88,11.63
,,,,,,,4558,3.66,21.525,8.105
,,,,,,,4559,2.265,13.335,5.02
,,,,,,,4560,1.34,7.875,2.965
,,,,,,,4561,1.245,7.335,2.765
,,,,,,,4562,0.9,5.3,1.995
,,,,,,,4563,0.83,4.89,1.84
,,,,,,,4564,1.23,7.235,2.725
,,,,,,,4565,2.215,13.045,4.91
,,,,,,,4566,3.635,21.4,8.06
,,,,,,,4567,5.49,32.305,12.165
,,,,,,,4568,7.5,44.125,16.615
,,,,,,,4569,9.475,55.74,20.99
,,,,,,,4570,10.51,61.855,23.295
,,,,,,,4571,10.84,63.79,24.025
,,,,,,,4572,11.31,66.54,25.06
,,,,,,,4573,12.035,70.82,26.67
,,,,,,,4574,12.575,73.98,27.86
,,,,,,,4575,13.16,77.445,29.165
,,,,,,,4576,13.49,79.38,29.895
,,,,,,,4577,12.835,75.51,28.435
,,,,,,,4578,11.62,68.375,25.75
,,,,,,,4579,9.645,56.76,21.375
,,,,,,,4580,7.465,43.92,16.54
,,,,,,,4581,5.7,33.525,12.625
,,,,,,,4582,4.415,25.985,9.785
,,,,,,,4583,3.1,18.24,6.87
,,,,,,,4584,1.975,11.615,4.375
,,,,,,,4585,0.845,4.96,1.87
,,,,,,,4586,0.62,3.64,1.37
,,,,,,,4587,0.87,5.125,1.93
,,,,,,,4588,2.025,11.91,4.485
,,,,,,,4589,4.355,25.635,9.655
,,,,,,,4590,7,41.185,15.51
,,,,,,,4591,8.66,50.94,19.185
,,,,,,,4592,9.925,58.385,21.985
,,,,,,,4593,10.455,61.53,23.17
,,,,,,,4594,10.005,58.88,22.175
,,,,,,,4595,9.95,58.55,22.05
,,,,,,,4596,10.315,60.7,22.86
,,,,,,,4597,10.965,64.505,24.29
,,,,,,,4598,11.385,66.985,25.225
,,,,,,,4599,12.31,72.445,27.28
,,,,,,,4600,13.07,76.91,28.965
,,,,,,,4601,12.705,74.76,28.155
,,,,,,,4602,11.945,70.295,26.47
,,,,,,,4603,9.84,57.89,21.8
,,,,,,,4604,7.225,42.505,16.01
,,,,,,,4605,5.23,30.765,11.585
,,,,,,,4606,3.935,23.155,8.72
,,,,,,,4607,2.335,13.73,5.17
,,,,,,,4608,1.32,7.775,2.925
,,,,,,,4609,0.88,5.18,1.95
,,,,,,,4610,0.645,3.8,1.43
,,,,,,,4611,0.91,5.355,2.015
,,,,,,,4612,2.115,12.435,4.68
,,,,,,,4613,4.55,26.77,10.08
,,,,,,,4614,7.31,43,16.195
,,,,,,,4615,9.04,53.19,20.03
,,,,,,,4616,10.36,60.96,22.955
,,,,,,,4617,10.92,64.24,24.195
,,,,,,,4618,10.45,61.48,23.15
,,,,,,,4619,10.39,61.135,23.02
,,,,,,,4620,10.77,63.38,23.87
,,,,,,,4621,11.445,67.35,25.365
,,,,,,,4622,11.885,69.94,26.34
,,,,,,,4623,12.855,75.64,28.485
,,,,,,,4624,13.65,80.305,30.24
,,,,,,,4625,13.265,78.06,29.395
,,,,,,,4626,12.475,73.395,27.64
,,,,,,,4627,10.27,60.445,22.76
,,,,,,,4628,7.545,44.38,16.715
,,,,,,,4629,5.46,32.12,12.095
,,,,,,,4630,4.11,24.175,9.105
,,,,,,,4631,2.435,14.335,5.4
,,,,,,,4632,1.38,8.115,3.055
,,,,,,,4633,0.93,5.475,2.06
,,,,,,,4634,0.68,4.015,1.51
,,,,,,,4635,0.96,5.655,2.13
,,,,,,,4636,2.23,13.135,4.945
,,,,,,,4637,4.805,28.275,10.65
,,,,,,,4638,7.72,45.425,17.105
,,,,,,,4639,9.55,56.185,21.16
,,,,,,,4640,10.945,64.395,24.25
,,,,,,,4641,11.535,67.86,25.555
,,,,,,,4642,11.035,64.945,24.455
,,,,,,,4643,10.975,64.58,24.32
,,,,,,,4644,11.38,66.95,25.21
,,,,,,,4645,12.09,71.145,26.79
,,,,,,,4646,12.555,73.88,27.825
,,,,,,,4647,13.58,79.9,30.09
,,,,,,,4648,14.415,84.825,31.945
,,,,,,,4649,14.015,82.455,31.05
,,,,,,,4650,13.175,77.53,29.195
,,,,,,,4651,10.85,63.85,24.045
,,,,,,,4652,7.97,46.885,17.655
,,,,,,,4653,5.765,33.93,12.78
,,,,,,,4654,4.34,25.54,9.62
,,,,,,,4655,2.575,15.14,5.7
,,,,,,,4656,1.455,8.575,3.23
,,,,,,,4657,1.43,8.425,3.175
,,,,,,,4658,1.01,5.945,2.24
,,,,,,,4659,0.98,5.755,2.17
,,,,,,,4660,1.37,8.075,3.04
,,,,,,,4661,2.545,14.975,5.64
,,,,,,,4662,4.18,24.59,9.26
,,,,,,,4663,6.345,37.335,14.06
,,,,,,,4664,8.62,50.705,19.095
,,,,,,,4665,10.925,64.285,24.21
,,,,,,,4666,12.1,71.19,26.81
,,,,,,,4667,12.49,73.505,27.68
,,,,,,,4668,13.065,76.865,28.945
,,,,,,,4669,13.88,81.68,30.76
,,,,,,,4670,14.49,85.25,32.105
,,,,,,,4671,15.2,89.44,33.68
,,,,,,,4672,15.595,91.755,34.555
,,,,,,,4673,14.82,87.19,32.835
,,,,,,,4674,13.405,78.865,29.7
,,,,,,,4675,11.14,65.535,24.68
,,,,,,,4676,8.66,50.955,19.19
,,,,,,,4677,6.61,38.88,14.64
,,,,,,,4678,5.16,30.35,11.43
,,,,,,,4679,3.6,21.19,7.98
,,,,,,,4680,2.33,13.705,5.16
,,,,,,,4681,1.44,8.48,3.195
,,,,,,,4682,1.855,10.91,4.11
,,,,,,,4683,0.68,3.995,1.505
,,,,,,,4684,1.06,6.24,2.35
,,,,,,,4685,1.98,11.655,4.39
,,,,,,,4686,3.25,19.125,7.2
,,,,,,,4687,4.965,29.21,11
,,,,,,,4688,7.03,41.35,15.575
,,,,,,,4689,9.185,54.05,20.355
,,,,,,,4690,11.82,69.555,26.195
,,,,,,,4691,13.505,79.455,29.92
,,,,,,,4692,13.85,81.51,30.695
,,,,,,,4693,13.79,81.135,30.555
,,,,,,,4694,13.375,78.705,29.64
,,,,,,,4695,13.09,77.025,29.005
,,,,,,,4696,12.52,73.665,27.74
,,,,,,,4697,11.915,70.115,26.405
,,,,,,,4698,10.68,62.83,23.66
,,,,,,,4699,9.185,54.05,20.355
,,,,,,,4700,7.345,43.22,16.275
,,,,,,,4701,5.855,34.44,12.97
,,,,,,,4702,4.55,26.785,10.085
,,,,,,,4703,3.28,19.31,7.275
,,,,,,,4704,2.235,13.15,4.95
,,,,,,,4705,0.81,4.755,1.79
,,,,,,,4706,0.61,3.585,1.35
,,,,,,,4707,0.875,5.145,1.94
,,,,,,,4708,2,11.775,4.435
,,,,,,,4709,4.12,24.25,9.135
,,,,,,,4710,6.705,39.46,14.86
,,,,,,,4711,8.395,49.4,18.605
,,,,,,,4712,9.62,56.615,21.32
,,,,,,,4713,10.12,59.54,22.42
,,,,,,,4714,10.715,63.05,23.745
,,,,,,,4715,12.705,74.745,28.15
,,,,,,,4716,13.53,79.62,29.985
,,,,,,,4717,13.93,81.96,30.865
,,,,,,,4718,13.665,80.4,30.275
,,,,,,,4719,13.53,79.62,29.985
,,,,,,,4720,12.97,76.305,28.735
,,,,,,,4721,12.305,72.405,27.265
,,,,,,,4722,10.88,64.02,24.11
,,,,,,,4723,9.06,53.3,20.07
,,,,,,,4724,6.905,40.63,15.3
,,,,,,,4725,5.25,30.88,11.63
,,,,,,,4726,3.66,21.525,8.105
,,,,,,,4727,2.265,13.335,5.02
,,,,,,,4728,1.34,7.875,2.965
,,,,,,,4729,1.245,7.335,2.765
,,,,,,,4730,0.9,5.3,1.995
,,,,,,,4731,0.83,4.89,1.84
,,,,,,,4732,1.23,7.235,2.725
,,,,,,,4733,2.215,13.045,4.91
,,,,,,,4734,3.635,21.4,8.06
,,,,,,,4735,5.49,32.305,12.165
,,,,,,,4736,7.5,44.125,16.615
,,,,,,,4737,9.475,55.74,20.99
,,,,,,,4738,10.51,61.855,23.295
,,,,,,,4739,10.84,63.79,24.025
,,,,,,,4740,11.31,66.54,25.06
,,,,,,,4741,12.035,70.82,26.67
,,,,,,,4742,12.575,73.98,27.86
,,,,,,,4743,13.16,77.445,29.165
,,,,,,,4744,13.49,79.38,29.895
,,,,,,,4745,12.835,75.51,28.435
,,,,,,,4746,11.62,68.375,25.75
,,,,,,,4747,9.645,56.76,21.375
,,,,,,,4748,7.465,43.92,16.54
,,,,,,,4749,5.7,33.525,12.625
,,,,,,,4750,4.415,25.985,9.785
,,,,,,,4751,3.1,18.24,6.87
,,,,,,,4752,1.975,11.615,4.375
,,,,,,,4753,0.845,4.96,1.87
,,,,,,,4754,0.62,3.64,1.37
,,,,,,,4755,0.87,5.125,1.93
,,,,,,,4756,2.025,11.91,4.485
,,,,,,,4757,4.355,25.635,9.655
,,,,,,,4758,7,41.185,15.51
,,,,,,,4759,8.66,50.94,19.185
,,,,,,,4760,9.925,58.385,21.985
,,,,,,,4761,10.455,61.53,23.17
,,,,,,,4762,10.005,58.88,22.175
,,,,,,,4763,9.95,58.55,22.05
,,,,,,,4764,10.315,60.7,22.86
,,,,,,,4765,10.965,64.505,24.29
,,,,,,,4766,11.385,66.985,25.225
,,,,,,,4767,12.31,72.445,27.28
,,,,,,,4768,13.07,76.91,28.965
,,,,,,,4769,12.705,74.76,28.155
,,,,,,,4770,11.945,70.295,26.47
,,,,,,,4771,9.84,57.89,21.8
,,,,,,,4772,7.225,42.505,16.01
,,,,,,,4773,5.23,30.765,11.585
,,,,,,,4774,3.935,23.155,8.72
,,,,,,,4775,2.335,13.73,5.17
,,,,,,,4776,1.32,7.775,2.925
,,,,,,,4777,0.88,5.18,1.95
,,,,,,,4778,0.645,3.8,1.43
,,,,,,,4779,0.91,5.355,2.015
,,,,,,,4780,2.115,12.435,4.68
,,,,,,,4781,4.55,26.77,10.08
,,,,,,,4782,7.31,43,16.195
,,,,,,,4783,9.04,53.19,20.03
,,,,,,,4784,10.36,60.96,22.955
,,,,,,,4785,10.92,64.24,24.195
,,,,,,,4786,10.45,61.48,23.15
,,,,,,,4787,10.39,61.135,23.02
,,,,,,,4788,10.77,63.38,23.87
,,,,,,,4789,11.445,67.35,25.365
,,,,,,,4790,11.885,69.94,26.34
,,,,,,,4791,12.855,75.64,28.485
,,,,,,,4792,13.65,80.305,30.24
,,,,,,,4793,13.265,78.06,29.395
,,,,,,,4794,12.475,73.395,27.64
,,,,,,,4795,10.27,60.445,22.76
,,,,,,,4796,7.545,44.38,16.715
,,,,,,,4797,5.46,32.12,12.095
,,,,,,,4798,4.11,24.175,9.105
,,,,,,,4799,2.435,14.335,5.4
,,,,,,,4800,1.38,8.115,3.055
,,,,,,,4801,0.93,5.475,2.06
,,,,,,,4802,0.68,4.015,1.51
,,,,,,,4803,0.96,5.655,2.13
,,,,,,,4804,2.23,13.135,4.945
,,,,,,,4805,4.805,28.275,10.65
,,,,,,,4806,7.72,45.425,17.105
,,,,,,,4807,9.55,56.185,21.16
,,,,,,,4808,10.945,64.395,24.25
,,,,,,,4809,11.535,67.86,25.555
,,,,,,,4810,11.035,64.945,24.455
,,,,,,,4811,10.975,64.58,24.32
,,,,,,,4812,11.38,66.95,25.21
,,,,,,,4813,12.09,71.145,26.79
,,,,,,,4814,12.555,73.88,27.825
,,,,,,,4815,13.58,79.9,30.09
,,,,,,,4816,14.415,84.825,31.945
,,,,,,,4817,14.015,82.455,31.05
,,,,,,,4818,13.175,77.53,29.195
,,,,,,,4819,10.85,63.85,24.045
,,,,,,,4820,7.97,46.885,17.655
,,,,,,,4821,5.765,33.93,12.78
,,,,,,,4822,4.34,25.54,9.62
,,,,,,,4823,2.575,15.14,5.7
,,,,,,,4824,1.455,8.575,3.23
,,,,,,,4825,1.43,8.425,3.175
,,,,,,,4826,1.01,5.945,2.24
,,,,,,,4827,0.98,5.755,2.17
,,,,,,,4828,1.37,8.075,3.04
,,,,,,,4829,2.545,14.975,5.64
,,,,,,,4830,4.18,24.59,9.26
,,,,,,,4831,6.345,37.335,14.06
,,,,,,,4832,8.62,50.705,19.095
,,,,,,,4833,10.925,64.285,24.21
,,,,,,,4834,12.1,71.19,26.81
,,,,,,,4835,12.49,73.505,27.68
,,,,,,,4836,13.065,76.865,28.945
,,,,,,,4837,13.88,81.68,30.76
,,,,,,,4838,14.49,85.25,32.105
,,,,,,,4839,15.2,89.44,33.68
,,,,,,,4840,15.595,91.755,34.555
,,,,,,,4841,14.82,87.19,32.835
,,,,,,,4842,13.405,78.865,29.7
,,,,,,,4843,11.14,65.535,24.68
,,,,,,,4844,8.66,50.955,19.19
,,,,,,,4845,6.61,38.88,14.64
,,,,,,,4846,5.16,30.35,11.43
,,,,,,,4847,3.6,21.19,7.98
,,,,,,,4848,2.33,13.705,5.16
,,,,,,,4849,1.44,8.48,3.195
,,,,,,,4850,1.855,10.91,4.11
,,,,,,,4851,0.68,3.995,1.505
,,,,,,,4852,1.06,6.24,2.35
,,,,,,,4853,1.98,11.655,4.39
,,,,,,,4854,3.25,19.125,7.2
,,,,,,,4855,4.965,29.21,11
,,,,,,,4856,7.03,41.35,15.575
,,,,,,,4857,9.185,54.05,20.355
,,,,,,,4858,11.82,69.555,26.195
,,,,,,,4859,13.505,79.455,29.92
,,,,,,,4860,13.85,81.51,30.695
,,,,,,,4861,13.79,81.135,30.555
,,,,,,,4862,13.375,78.705,29.64
,,,,,,,4863,13.09,77.025,29.005
,,,,,,,4864,12.52,73.665,27.74
,,,,,,,4865,11.915,70.115,26.405
,,,,,,,4866,10.68,62.83,23.66
,,,,,,,4867,9.185,54.05,20.355
,,,,,,,4868,7.345,43.22,16.275
,,,,,,,4869,5.855,34.44,12.97
,,,,,,,4870,4.55,26.785,10.085
,,,,,,,4871,3.28,19.31,7.275
,,,,,,,4872,2.235,13.15,4.95
,,,,,,,4873,0.81,4.755,1.79
,,,,,,,4874,0.61,3.585,1.35
,,,,,,,4875,0.875,5.145,1.94
,,,,,,,4876,2,11.775,4.435
,,,,,,,4877,4.12,24.25,9.135
,,,,,,,4878,6.705,39.46,14.86
,,,,,,,4879,8.395,49.4,18.605
,,,,,,,4880,9.62,56.615,21.32
,,,,,,,4881,10.12,59.54,22.42
,,,,,,,4882,10.715,63.05,23.745
,,,,,,,4883,12.705,74.745,28.15
,,,,,,,4884,13.53,79.62,29.985
,,,,,,,4885,13.93,81.96,30.865
,,,,,,,4886,13.665,80.4,30.275
,,,,,,,4887,13.53,79.62,29.985
,,,,,,,4888,12.97,76.305,28.735
,,,,,,,4889,12.305,72.405,27.265
,,,,,,,4890,10.88,64.02,24.11
,,,,,,,4891,9.06,53.3,20.07
,,,,,,,4892,6.905,40.63,15.3
,,,,,,,4893,5.25,30.88,11.63
,,,,,,,4894,3.66,21.525,8.105
,,,,,,,4895,2.265,13.335,5.02
,,,,,,,4896,1.34,7.875,2.965
,,,,,,,4897,1.245,7.335,2.765
,,,,,,,4898,0.9,5.3,1.995
,,,,,,,4899,0.83,4.89,1.84
,,,,,,,4900,1.23,7.235,2.725
,,,,,,,4901,2.215,13.045,4.91
,,,,,,,4902,3.635,21.4,8.06
,,,,,,,4903,5.49,32.305,12.165
,,,,,,,4904,7.5,44.125,16.615
,,,,,,,4905,9.475,55.74,20.99
,,,,,,,4906,10.51,61.855,23.295
,,,,,,,4907,10.84,63.79,24.025
,,,,,,,4908,11.31,66.54,25.06
,,,,,,,4909,12.035,70.82,26.67
,,,,,,,4910,12.575,73.98,27.86
,,,,,,,4911,13.16,77.445,29.165
,,,,,,,4912,13.49,79.38,29.895
,,,,,,,4913,12.835,75.51,28.435
,,,,,,,4914,11.62,68.375,25.75
,,,,,,,4915,9.645,56.76,21.375
,,,,,,,4916,7.465,43.92,16.54
,,,,,,,4917,5.7,33.525,12.625
,,,,,,,4918,4.415,25.985,9.785
,,,,,,,4919,3.1,18.24,6.87
,,,,,,,4920,1.975,11.615,4.375
,,,,,,,4921,0.845,4.96,1.87
,,,,,,,4922,0.62,3.64,1.37
,,,,,,,4923,0.87,5.125,1.93
,,,,,,,4924,2.025,11.91,4.485
,,,,,,,4925,4.355,25.635,9.655
,,,,,,,4926,7,41.185,15.51
,,,,,,,4927,8.66,50.94,19.185
,,,,,,,4928,9.925,58.385,21.985
,,,,,,,4929,10.455,61.53,23.17
,,,,,,,4930,10.005,58.88,22.175
,,,,,,,4931,9.95,58.55,22.05
,,,,,,,4932,10.315,60.7,22.86
,,,,,,,4933,10.965,64.505,24.29
,,,,,,,4934,11.385,66.985,25.225
,,,,,,,4935,12.31,72.445,27.28
,,,,,,,4936,13.07,76.91,28.965
,,,,,,,4937,12.705,74.76,28.155
,,,,,,,4938,11.945,70.295,26.47
,,,,,,,4939,9.84,57.89,21.8
,,,,,,,4940,7.225,42.505,16.01
,,,,,,,4941,5.23,30.765,11.585
,,,,,,,4942,3.935,23.155,8.72
,,,,,,,4943,2.335,13.73,5.17
,,,,,,,4944,1.32,7.775,2.925
,,,,,,,4945,0.88,5.18,1.95
,,,,,,,4946,0.645,3.8,1.43
,,,,,,,4947,0.91,5.355,2.015
,,,,,,,4948,2.115,12.435,4.68
,,,,,,,4949,4.55,26.77,10.08
,,,,,,,4950,7.31,43,16.195
,,,,,,,4951,9.04,53.19,20.03
,,,,,,,4952,10.36,60.96,22.955
,,,,,,,4953,10.92,64.24,24.195
,,,,,,,4954,10.45,61.48,23.15
,,,,,,,4955,10.39,61.135,23.02
,,,,,,,4956,10.77,63.38,23.87
,,,,,,,4957,11.445,67.35,25.365
,,,,,,,4958,11.885,69.94,26.34
,,,,,,,4959,12.855,75.64,28.485
,,,,,,,4960,13.65,80.305,30.24
,,,,,,,4961,13.265,78.06,29.395
,,,,,,,4962,12.475,73.395,27.64
,,,,,,,4963,10.27,60.445,22.76
,,,,,,,4964,7.545,44.38,16.715
,,,,,,,4965,5.46,32.12,12.095
,,,,,,,4966,4.11,24.175,9.105
,,,,,,,4967,2.435,14.335,5.4
,,,,,,,4968,1.38,8.115,3.055
,,,,,,,4969,0.93,5.475,2.06
,,,,,,,4970,0.68,4.015,1.51
,,,,,,,4971,0.96,5.655,2.13
,,,,,,,4972,2.23,13.135,4.945
,,,,,,,4973,4.805,28.275,10.65
,,,,,,,4974,7.72,45.425,17.105
,,,,,,,4975,9.55,56.185,21.16
,,,,,,,4976,10.945,64.395,24.25
,,,,,,,4977,11.535,67.86,25.555
,,,,,,,4978,11.035,64.945,24.455
,,,,,,,4979,10.975,64.58,24.32
,,,,,,,4980,11.38,66.95,25.21
,,,,,,,4981,12.09,71.145,26.79
,,,,,,,4982,12.555,73.88,27.825
,,,,,,,4983,13.58,79.9,30.09
,,,,,,,4984,14.415,84.825,31.945
,,,,,,,4985,14.015,82.455,31.05
,,,,,,,4986,13.175,77.53,29.195
,,,,,,,4987,10.85,63.85,24.045
,,,,,,,4988,7.97,46.885,17.655
,,,,,,,4989,5.765,33.93,12.78
,,,,,,,4990,4.34,25.54,9.62
,,,,,,,4991,2.575,15.14,5.7
,,,,,,,4992,1.455,8.575,3.23
,,,,,,,4993,1.43,8.425,3.175
,,,,,,,4994,1.01,5.945,2.24
,,,,,,,4995,0.98,5.755,2.17
,,,,,,,4996,1.37,8.075,3.04
,,,,,,,4997,2.545,14.975,5.64
,,,,,,,4998,4.18,24.59,9.26
,,,,,,,4999,6.345,37.335,14.06
,,,,,,,5000,8.62,50.705,19.095
,,,,,,,5001,10.925,64.285,24.21
,,,,,,,5002,12.1,71.19,26.81
,,,,,,,5003,12.49,73.505,27.68
,,,,,,,5004,13.065,76.865,28.945
,,,,,,,5005,13.88,81.68,30.76
,,,,,,,5006,14.49,85.25,32.105
,,,,,,,5007,15.2,89.44,33.68
,,,,,,,5008,15.595,91.755,34.555
,,,,,,,5009,14.82,87.19,32.835
,,,,,,,5010,13.405,78.865,29.7
,,,,,,,5011,11.14,65.535,24.68
,,,,,,,5012,8.66,50.955,19.19
,,,,,,,5013,6.61,38.88,14.64
,,,,,,,5014,5.16,30.35,11.43
,,,,,,,5015,3.6,21.19,7.98
,,,,,,,5016,2.33,13.705,5.16
,,,,,,,5017,1.44,8.48,3.195
,,,,,,,5018,1.855,10.91,4.11
,,,,,,,5019,0.68,3.995,1.505
,,,,,,,5020,1.06,6.24,2.35
,,,,,,,5021,1.98,11.655,4.39
,,,,,,,5022,3.25,19.125,7.2
,,,,,,,5023,4.965,29.21,11
,,,,,,,5024,7.03,41.35,15.575
,,,,,,,5025,9.185,54.05,20.355
,,,,,,,5026,11.82,69.555,26.195
,,,,,,,5027,13.505,79.455,29.92
,,,,,,,5028,13.85,81.51,30.695
,,,,,,,5029,13.79,81.135,30.555
,,,,,,,5030,13.375,78.705,29.64
,,,,,,,5031,13.09,77.025,29.005
,,,,,,,5032,12.52,73.665,27.74
,,,,,,,5033,11.915,70.115,26.405
,,,,,,,5034,10.68,62.83,23.66
,,,,,,,5035,9.185,54.05,20.355
,,,,,,,5036,7.345,43.22,16.275
,,,,,,,5037,5.855,34.44,12.97
,,,,,,,5038,4.55,26.785,10.085
,,,,,,,5039,3.28,19.31,7.275
,,,,,,,5040,2.235,13.15,4.95
,,,,,,,5041,0.81,4.755,1.79
,,,,,,,5042,0.61,3.585,1.35
,,,,,,,5043,0.875,5.145,1.94
,,,,,,,5044,2,11.775,4.435
,,,,,,,5045,4.12,24.25,9.135
,,,,,,,5046,6.705,39.46,14.86
,,,,,,,5047,8.395,49.4,18.605
,,,,,,,5048,9.62,56.615,21.32
,,,,,,,5049,10.12,59.54,22.42
,,,,,,,5050,10.715,63.05,23.745
,,,,,,,5051,12.705,74.745,28.15
,,,,,,,5052,13.53,79.62,29.985
,,,,,,,5053,13.93,81.96,30.865
,,,,,,,5054,13.665,80.4,30.275
,,,,,,,5055,13.53,79.62,29.985
,,,,,,,5056,12.97,76.305,28.735
,,,,,,,5057,12.305,72.405,27.265
,,,,,,,5058,10.88,64.02,24.11
,,,,,,,5059,9.06,53.3,20.07
,,,,,,,5060,6.905,40.63,15.3
,,,,,,,5061,5.25,30.88,11.63
,,,,,,,5062,3.66,21.525,8.105
,,,,,,,5063,2.265,13.335,5.02
,,,,,,,5064,1.34,7.875,2.965
,,,,,,,5065,1.245,7.335,2.765
,,,,,,,5066,0.9,5.3,1.995
,,,,,,,5067,0.83,4.89,1.84
,,,,,,,5068,1.23,7.235,2.725
,,,,,,,5069,2.215,13.045,4.91
,,,,,,,5070,3.635,21.4,8.06
,,,,,,,5071,5.49,32.305,12.165
,,,,,,,5072,7.5,44.125,16.615
,,,,,,,5073,9.475,55.74,20.99
,,,,,,,5074,10.51,61.855,23.295
,,,,,,,5075,10.84,63.79,24.025
,,,,,,,5076,11.31,66.54,25.06
,,,,,,,5077,12.035,70.82,26.67
,,,,,,,5078,12.575,73.98,27.86
,,,,,,,5079,13.16,77.445,29.165
,,,,,,,5080,13.49,79.38,29.895
,,,,,,,5081,12.835,75.51,28.435
,,,,,,,5082,11.62,68.375,25.75
,,,,,,,5083,9.645,56.76,21.375
,,,,,,,5084,7.465,43.92,16.54
,,,,,,,5085,5.7,33.525,12.625
,,,,,,,5086,4.415,25.985,9.785
,,,,,,,5087,3.1,18.24,6.87
,,,,,,,5088,1.975,11.615,4.375
,,,,,,,5089,0.845,4.96,1.87
,,,,,,,5090,0.62,3.64,1.37
,,,,,,,5091,0.87,5.125,1.93
,,,,,,,5092,2.025,11.91,4.485
,,,,,,,5093,4.355,25.635,9.655
,,,,,,,5094,7,41.185,15.51
,,,,,,,5095,8.66,50.94,19.185
,,,,,,,5096,9.925,58.385,21.985
,,,,,,,5097,10.455,61.53,23.17
,,,,,,,5098,10.005,58.88,22.175
,,,,,,,5099,9.95,58.55,22.05
,,,,,,,5100,10.315,60.7,22.86
,,,,,,,5101,10.965,64.505,24.29
,,,,,,,5102,11.385,66.985,25.225
,,,,,,,5103,12.31,72.445,27.28
,,,,,,,5104,13.07,76.91,28.965
,,,,,,,5105,12.705,74.76,28.155
,,,,,,,5106,11.945,70.295,26.47
,,,,,,,5107,9.84,57.89,21.8
,,,,,,,5108,7.225,42.505,16.01
,,,,,,,5109,5.23,30.765,11.585
,,,,,,,5110,3.935,23.155,8.72
,,,,,,,5111,2.335,13.73,5.17
,,,,,,,5112,1.32,7.775,2.925
,,,,,,,5113,0.88,5.18,1.95
,,,,,,,5114,0.645,3.8,1.43
,,,,,,,5115,0.91,5.355,2.015
,,,,,,,5116,2.115,12.435,4.68
,,,,,,,5117,4.55,26.77,10.08
,,,,,,,5118,7.31,43,16.195
,,,,,,,5119,9.04,53.19,20.03
,,,,,,,5120,10.36,60.96,22.955
,,,,,,,5121,10.92,64.24,24.195
,,,,,,,5122,10.45,61.48,23.15
,,,,,,,5123,10.39,61.135,23.02
