BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t9,8653.0977861307,1.3474376785328716e-9,-1.5249387205716292e-9,0.0,0.0,4.879004554682313e-12,6.242081537725833e-13,8140.891153662397,-248.90294586118722,-15534.849592698869,38265.79151931255,1.905105188913828e-9,-8090.500432841834,0.0,0.0,4.884814491498069e-12,6.236464925430793e-13,74057.96547961894,-582.0363630426825,-101692.63235780575,11311.468594172882,1.3700295465200116e-9,-1.326854477948288e-9,0.0,0.0,4.875268964484097e-12,6.246121577236079e-13,-3669.505510429141,-29.212425901974555,-5007.62276862649,21422.493672615936,1.572507198074314e-9,-1.232390311858466e-9,0.0,0.0,4.873470015660436e-12,6.349850787691793e-13,-17216.863425668213,-157.82900854461286,-3839.7672819503473,123130.98429035071,2.3954693176301653e-9,-3.1763798543925537e-9,0.0,0.0,4.8827793945605495e-12,6.249270985097931e-13,-41897.78346490974,-465.8289127679157,-78915.28526282083,9306.175626374185,6.025628943389532e-9,-1.0689609904113574e-9,0.0,0.0,4.832469697305743e-12,6.576542954563819e-13,-5085.158592230107,-30.589275708637697,-1475.3789690263288,91833.12445214244,1.1706801896547909e-8,-1.6570090934386607e-9,0.0,0.0,4.881169060466308e-12,6.249431150987795e-13,-17494.322500401177,-326.38829162388504,-59998.74474040402,26013.147787553055,1.345990301718282e-9,-1.4825439550193735e-9,0.0,0.0,4.881790692058734e-12,6.26814673756287e-13,3164.776860385058,-202.14125690919542,-28247.011548393515,17570.460942852143,1.2578802953235366e-9,-1.481881055655025e-9,0.0,0.0,4.875717578031776e-12,6.244278323473322e-13,1851.7625065268433,-10.231955857838589,-19127.397340598425,24298.702623553603,1.2760141920262849e-9,-1.496434147842265e-9,0.0,0.0,4.875051630829515e-12,6.261390329906478e-13,-1851.7625065548586,-10.231955857922797,-22138.1327454796
t10,8762.138239227123,1.3493111834901344e-9,-1.6609702202880057e-9,0.0,0.0,4.879317906840329e-12,6.242451691802333e-13,8586.531084368915,-253.380592185117,-16080.574683853465,39618.488526635985,1.9006307214104598e-9,-6.045865944905566e-8,0.0,0.0,4.88513250883351e-12,6.233274961804904e-13,72239.42989399587,-573.6708685012288,-109334.02520134744,10418.972371977201,1.3857518717065629e-9,-1.3928489711361644e-9,0.0,0.0,4.8752777558934305e-12,6.24628381791589e-13,-2552.5723195051705,-24.000589312240773,-5242.48341053493,20774.960265465335,1.6016981922804546e-9,-1.2848616721286842e-9,0.0,0.0,4.873347732152199e-12,6.351104449497993e-13,-16366.497883007374,-169.20133196306514,-4019.854770622191,132476.72048299236,2.391374135091052e-9,-3.751586132996262e-9,0.0,0.0,4.882454490900204e-12,6.250838279711067e-13,-49129.519015765974,-366.88560279612585,-81227.17252455262,10173.216811754643,8.583954049259833e-9,-1.0621792200996777e-9,0.0,0.0,4.833513884624243e-12,6.588486683982233e-13,-5810.174774432509,-34.95053986359737,-1608.6814438978213,89752.5174707013,1.3528392010445653e-8,-1.6452548077290815e-9,0.0,0.0,4.882639266638355e-12,6.249431713108454e-13,-10189.825225565408,-227.84978261395105,-65419.71205184471,25351.803112436242,1.349858361514397e-9,-1.6405495789012424e-9,0.0,0.0,4.882339300484083e-12,6.267460888621039e-13,4853.556849351661,-192.76243243575294,-29293.204511189164,18234.408484070038,1.2414668972370357e-9,-1.51458843988306e-9,0.0,0.0,4.8756447650580265e-12,6.244790505500745e-13,1588.5913930561817,-8.777797883080963,-19531.082084295173,26529.297019030808,1.2347987500597031e-9,-1.5793517182639077e-9,0.0,0.0,4.874925006364524e-12,6.262285934046417e-13,-3219.520002496201,-23.82744482834545,-22973.778667074464
t11,8503.59887462457,1.3431383319536637e-9,-1.6668886272929105e-9,0.0,0.0,4.87929968226169e-12,6.241846896502532e-13,9034.535758545295,-270.89206355125486,-16235.017050696431,40098.20652662825,1.8326368189614506e-9,-5.5002103080968576e-8,0.0,0.0,4.885045658434376e-12,6.233584291786758e-13,71649.50694310703,-566.6402283562629,-109237.88153076686,9531.347591451862,1.3590225203474032e-9,-1.412057340073513e-9,0.0,0.0,4.875329052461787e-12,6.245469233231971e-13,-1713.8142512254487,-16.11415734890521,-5209.389562215366,20648.96544901295,1.5572519356425438e-9,-1.3033333014894445e-9,0.0,0.0,4.873388527700678e-12,6.349397050021625e-13,-16292.514078320735,-155.88375025988873,-3994.4789222640798,134539.58928998187,2.353719432235361e-9,-3.778150156010131e-9,0.0,0.0,4.8822960819111425e-12,6.253475780751815e-13,-51300.09057456316,-380.0519159908453,-81093.13714634994,10173.781811061799,6.0655527411227705e-9,-1.0984533488142547e-9,0.0,0.0,4.83359397419295e-12,6.584239967884464e-13,-5800.084177078923,-34.88984085905011,-1619.4584385651876,90200.75111991026,8.592326553341786e-9,-1.7324576667934838e-9,0.0,0.0,4.882733521642708e-12,6.250112897287322e-13,-10199.915822919009,-227.78908360940636,-65857.97650165095,24527.04543731648,1.3411189048137266e-9,-1.6462993741216434e-9,0.0,0.0,4.8819963345197275e-12,6.265805718621624e-13,5624.689060171674,-189.70745076048328,-29245.68901023968,18087.827359315575,1.2244726194537036e-9,-1.5430847114920402e-9,0.0,0.0,4.875772889183907e-12,6.244826758937917e-13,1686.1894488790763,-9.317078160887831,-19481.020454807753,25930.938971597767,1.2092382863500286e-9,-1.6279010343576278e-9,0.0,0.0,4.874846557226615e-12,6.261605955672822e-13,-2688.5023065958144,-18.56607566448926,-22916.96105386922
t12,8204.487510021983,1.3393534152999021e-9,-1.6864992480567977e-9,0.0,0.0,4.879269685003326e-12,6.240676790713553e-13,9165.58658498726,-294.3305969468452,-16020.079445745163,39432.80052663338,1.8145072980042598e-9,-6.10803421235052e-8,0.0,0.0,4.8851190748511216e-12,6.232258346828737e-13,72815.78189231991,-575.0034222988778,-109722.0240920822,8650.542829270773,1.3006305839793182e-9,-1.4580793289079807e-9,0.0,0.0,4.875289429695697e-12,6.245039875920537e-13,-892.6125183916582,-8.392799022632072,-5165.229249520762,20227.397156792897,1.5009034008362443e-9,-1.3379735066477935e-9,0.0,0.0,4.8733776060122845e-12,6.348275483469221e-13,-15876.336655916662,-170.1190359429526,-3960.6174810812918,137888.47928793376,2.379581046839036e-9,-3.804677490923673e-9,0.0,0.0,4.882148309484304e-12,6.254088130354374e-13,-54067.69976527737,-396.8397566207832,-81640.84227232481,10163.292663682156,2.4548423946280385e-8,-9.98266539511934e-10,0.0,0.0,4.834069851408926e-12,6.582595311803858e-13,-5750.482556877677,-34.591467148887006,-1659.167658826881,91864.59761645972,6.540831806232348e-9,-1.5733763029110008e-9,0.0,0.0,4.8838029388256574e-12,6.249479704315994e-13,-10249.517442947992,-227.49070989736035,-67472.81812562648,23215.078424637042,1.3336040928232616e-9,-1.6698474454047271e-9,0.0,0.0,4.8820731497183836e-12,6.264104778761524e-13,6795.43771110424,-191.41879818185947,-29101.047953651436,18026.196494129406,1.2074747064582375e-9,-1.5691450763116437e-9,0.0,0.0,4.8758209467449795e-12,6.24445466569619e-13,1612.1260657262762,-8.907839252349163,-19346.144684285653,26658.132006157462,1.2350499901049948e-9,-1.60646899264127e-9,0.0,0.0,4.87489120621262e-12,6.261946693557069e-13,-3552.28331472632,-26.810941476888605,-22763.88334867366
t13,8369.2325100222,1.3040414570642374e-9,-1.7273535579354786e-9,0.0,0.0,4.879232183253418e-12,6.240650616914291e-13,8999.806882598868,-296.2152484296551,-16015.275440389532,39373.60752661286,1.712060326937944e-9,-6.982901416121073e-8,0.0,0.0,4.885215048489663e-12,6.231795210070676e-13,73664.02068640052,-579.9450772071151,-110501.18657633581,8638.851369255048,1.2585858698572076e-9,-1.5045023802709655e-9,0.0,0.0,4.875283576127312e-12,6.244738519993058e-13,-917.7655263066466,-8.629300456104595,-5127.911778722345,20023.119140175637,1.4574355056536514e-9,-1.3717861832320499e-9,0.0,0.0,4.8733666501549146e-12,6.347788973086057e-13,-15689.22292524388,-175.8441211739974,-3932.0030246740243,138413.82618331065,2.3520981785360747e-9,-3.873706710005234e-9,0.0,0.0,4.882110712277852e-12,6.25402569866384e-13,-54956.22713388644,-402.22941058988965,-81266.88249115997,10146.247799183864,119.81933041270764,-9.667037662258274e-10,0.0,0.0,4.833712223468878e-12,6.5793397606385e-13,-5844.14642744173,-35.15489303003793,-1667.1514024171302,91490.73562044978,123.06854208934521,-1.5185939700732112e-9,0.0,0.0,4.884084280765602e-12,6.248528700200111e-13,-9682.867660451699,-223.08275633585828,-67797.49036496328,23215.07842463884,1.2630920319390693e-9,-1.751768003198513e-9,0.0,0.0,4.882020024650662e-12,6.263924900712002e-13,6754.334745543208,-195.916503882802,-29050.94957669145,17858.169434880307,1.2271724920718276e-9,-1.5485266403225048e-9,0.0,0.0,4.875688279769556e-12,6.24414810050587e-13,1655.5955721988703,-9.148030999274637,-19221.106748015693,26955.10158117442,1.2652277223533807e-9,-1.5671088745579404e-9,0.0,0.0,4.874843244562478e-12,6.261888805958313e-13,-3983.5282134110766,-30.629390857539917,-22621.971126244807
t14,8300.789327720642,1.2857704076364958e-9,-1.7495079901634391e-9,0.0,0.0,4.879223161162079e-12,6.239835343767913e-13,8935.86290717018,-296.66443319447114,-15881.989913132753,38788.940526626095,1.779611394901487e-9,-6.877676875309264e-8,0.0,0.0,4.885507558188539e-12,6.231105784212013e-13,73676.5708019375,-580.3713545046476,-109928.21713727666,8193.382688839476,1.3351401874438554e-9,-1.4336083910254246e-9,0.0,0.0,4.875451058275145e-12,6.244039958398058e-13,-545.8376291757672,-5.1322443122095605,-5061.365107727219,19923.148841698006,1.4331523130404578e-9,-1.3903603928061809e-9,0.0,0.0,4.8734620335351905e-12,6.3460707320416e-13,-15636.992298232997,-177.48776177682103,-3880.9760720028503,137670.16474146946,2.3322370062874036e-9,-3.935722385874656e-9,0.0,0.0,4.882305247188055e-12,6.252654754309294e-13,-55423.09392152445,-405.06134410590363,-80050.69039465046,8419.568644507113,66.1028641158954,-9.372877987058665e-10,0.0,0.0,4.8284839338412035e-12,6.588054925407403e-13,-4125.790456064008,-24.818290223922638,-1625.7849584195926,91277.10019416008,60.590384030380804,-1.5347519072609874e-9,0.0,0.0,4.8841773108592105e-12,6.24750511644225e-13,-11115.665458521202,-209.74475751219572,-66115.25497573009,23193.865424636573,1.349114532130851e-9,-1.6581390836241031e-9,0.0,0.0,4.882157579671329e-12,6.26307731050846e-13,6673.407583779047,-192.84065417492837,-28954.96111434024,17734.304455323756,1.2269590270568977e-9,-1.5407717668290605e-9,0.0,0.0,4.87572236747434e-12,6.243330207924887e-13,1743.9263112274316,-9.636104507324642,-19184.596360471336,27115.539614319805,1.2192332230004531e-9,-1.6170333238909338e-9,0.0,0.0,4.874653963312638e-12,6.261235880203183e-13,-4182.387840595752,-32.13738684065584,-22580.53354023914
t15,8151.227327720436,1.3038776193420876e-9,-1.7342312945424322e-9,0.0,0.0,4.879294735052797e-12,6.239154145078396e-13,9083.361311326193,-299.3109020389949,-15874.63337959817,37759.538526616634,1.6986512666747509e-9,-7.86144277418831e-8,0.0,0.0,4.885824221650908e-12,6.22961719577474e-13,73809.9236261448,-581.1680801430562,-109030.57451019238,7744.4065703884935,1.2673257934242737e-9,-1.483606973240456e-9,0.0,0.0,4.875165416704198e-12,6.244291982116908e-13,-147.00460438333332,-1.3822124093218737,-5018.722077873132,19918.81142203558,1.4410452292613572e-9,-1.3857610219911885e-9,0.0,0.0,4.8732301541920305e-12,6.348525351224298e-13,-15664.479078616736,-177.92466789913033,-3848.2780597119076,135410.15768792096,2.3391032629047464e-9,-3.969536900997901e-9,0.0,0.0,4.882391291805662e-12,6.250040272315047e-13,-54751.468674060685,-400.9873810422383,-78470.45651469266,6983.711791123804,27.103408612127822,-9.563576212491382e-10,0.0,0.0,4.826407449921053e-12,6.599454708359497e-13,-2725.1118954770536,-16.3926449088723,-1568.458500735137,91051.95726755375,26.636353670874872,-1.5248259095286177e-9,0.0,0.0,4.884107929666118e-12,6.2465317324611e-13,-13190.523635235642,-208.40516402160443,-63783.97902989555,23862.671099756673,1.2940367065886418e-9,-1.7197457552295323e-9,0.0,0.0,4.882250562765205e-12,6.262646232446078e-13,6030.932464187731,-189.1509655621042,-28988.671047093136,17802.09995497069,1.2555317453456545e-9,-1.4959818548100962e-9,0.0,0.0,4.875647395057016e-12,6.243555193662335e-13,1799.0024228600148,-9.940428815115817,-19306.859323135533,27317.287403353068,1.1999472613252136e-9,-1.6418028237476503e-9,0.0,0.0,4.874370108036833e-12,6.261467311314771e-13,-4244.631936745293,-32.507854838378904,-22719.29629712718
t16,8108.122692323918,1.3136163962410284e-9,-1.7109226738456258e-9,0.0,0.0,4.8792677968471995e-12,6.238822446611638e-13,8563.389329548749,-259.1985286495995,-15391.781509202912,35805.68352664162,1.726151389478675e-9,-4.415120528066251e-8,0.0,0.0,4.885725790251964e-12,6.22971498419226e-13,69590.00972106213,-553.7361123120561,-102911.66954083089,8173.1174914647145,1.2992803080623265e-9,-1.4394205279528374e-9,0.0,0.0,4.875230205027224e-12,6.243889383472846e-13,-586.3589339024045,-5.513246325792388,-4999.816601597541,20236.07199611398,1.446686726673572e-9,-1.3680189295500046e-9,0.0,0.0,4.873387679911199e-12,6.347459143750686e-13,-16061.12009363006,-145.4826600670648,-3833.781634440518,128574.80536373233,2.390294415880835e-9,-3.766175116796599e-9,0.0,0.0,4.882723035149305e-12,6.247799095915824e-13,-50685.212478204594,-376.32217137080494,-75750.69080570602,6405.435619498983,43.930260972837054,-9.45707268342558e-10,0.0,0.0,4.827346384493129e-12,6.592385772839708e-13,-2254.907597904324,-13.56417680174291,-1482.8704152601174,87509.97987922555,43.23272724210793,-1.4845958937766156e-9,0.0,0.0,4.884126894103103e-12,6.246082679745316e-13,-13161.8683551795,-200.33336797095174,-60303.396887244766,24107.906437317622,1.3265409509514713e-9,-1.6615354219380876e-9,0.0,0.0,4.88208929126121e-12,6.262869716413933e-13,5200.644296003284,-171.09959554626886,-28439.720956502024,17268.113261821425,1.2490498583147092e-9,-1.4953845050609584e-9,0.0,0.0,4.8756645064618106e-12,6.243402300950145e-13,2353.3593840740537,-13.003540815925646,-19321.103367198393,25641.42349488162,1.1592028115682145e-9,-1.7866479108075078e-9,0.0,0.0,4.874336861161757e-12,6.261006488948779e-13,-2957.9352718673463,-18.582358680924436,-22357.98004584861
t17,8092.927056927817,1.5233932545838322e-9,-1.4347378076081656e-9,0.0,0.0,4.8805188130581704e-12,6.239828983970073e-13,9228.21342619684,-219.2510379635072,-16121.304951827628,35851.43952667217,1.8211977596071176e-9,-8.830198105836072e-9,0.0,0.0,4.886667707403181e-12,6.230354555305363e-13,69342.48353111549,-613.0419429002391,-102591.28768978095,8615.27359155736,1.4935019443554738e-9,-1.2650182886914415e-9,0.0,0.0,4.8763149828604695e-12,6.244684857256224e-13,-836.9021374908025,-7.868981554320197,-5186.718027646844,20535.98289155025,1.429911366731194e-9,-1.3817899293402686e-9,0.0,0.0,4.87330109604052e-12,6.347632109570227e-13,-16154.438948268802,-177.12212666327244,-3977.0947420472276,125097.72914570384,2.8571280920099596e-9,-3.001996098641268e-9,0.0,0.0,4.884170263897158e-12,6.246031849882758e-13,-44548.4151350121,-356.3666630984017,-78450.32294740665,6674.432127048748,4.275547894005726e-9,-1.1199928676865503e-9,0.0,0.0,4.8246034114136e-12,6.592762962733361e-13,-2414.0512239946265,-14.521489767987028,-1546.8784098167703,91414.96843934298,6.553291297412818e-9,-1.7854139966808563e-9,0.0,0.0,4.882638360954156e-12,6.246206238114116e-13,-14381.571405280769,-219.8638700430796,-62906.388665881976,25298.886449997965,1.5260995577269214e-9,-1.4105081328476984e-9,0.0,0.0,4.883044575434092e-12,6.26482148902713e-13,4436.793365460233,-140.750650404927,-28927.547928922144,18055.347226382502,1.2473423623814256e-9,-1.5081534355843598e-9,0.0,0.0,4.875731671393175e-12,6.243453341798448e-13,1725.37619859869,-9.533605438060848,-19487.29401703999,29412.79687463393,1.2327524558800234e-9,-1.6316220865445973e-9,0.0,0.0,4.873836281634914e-12,6.262983290846535e-13,-6397.4876713241465,-90.18353291441296,-22546.59867767724
t18,8468.066786132818,1.291801424089124e-9,-1.7180755912385494e-9,0.0,0.0,4.879489828746893e-12,6.241104576230948e-13,9170.290794776387,-225.4108822347156,-16426.20236106839,36376.91352664209,1.6061442828498569e-9,-4.595343638778211e-8,0.0,0.0,4.885251466471263e-12,6.230314379289099e-13,69592.83513233793,-555.7760028367943,-103481.64517105627,9060.742271987043,1.316377022184215e-9,-1.4304534034004851e-9,0.0,0.0,4.875330612243505e-12,6.244645771465232e-13,-1383.0540004053028,-13.004180452273289,-5075.764447365183,20518.6332129047,1.4580367670689868e-9,-1.3526624320838942e-9,0.0,0.0,4.873209259249798e-12,6.347516480147862e-13,-16276.765232022095,-149.8228856073096,-3892.0172617605813,119938.34049741458,2.4332029349530713e-9,-3.638092377377241e-9,0.0,0.0,4.883391691245216e-12,6.245035998829039e-13,-35509.20400672983,-512.9339365309434,-82017.01088054918,7529.39052196048,2.9029143371527796e-9,-1.2517544925575365e-9,0.0,0.0,4.823817674283384e-12,6.592491519570288e-13,-3211.2468291872747,-19.316942204452673,-1595.0502946605827,102630.42721192219,4.533454657618461e-9,-2.0163435920233352e-9,0.0,0.0,4.881938504213064e-12,6.248061233021794e-13,-23323.809602729863,-376.97916578280217,-64865.37864953035,27527.92413779572,1.2683050263256914e-9,-1.7238139219569548e-9,0.0,0.0,4.881910444407412e-12,6.268053939518958e-13,1647.5597889557146,-165.46521144526128,-28317.922918134976,16857.118363801543,1.2550161451458813e-9,-1.513752978577948e-9,0.0,0.0,4.875761237169124e-12,6.243238404840688e-13,2716.901479515264,-15.012300934891666,-19269.633044382164,26054.479851601416,1.3622481828539362e-9,-1.44745544915523e-9,0.0,0.0,4.8738145510861495e-12,6.263092016638296e-13,-3423.507524510924,-21.532617915637022,-22299.563631455694
t19,5606.7925131693155,8.863167446793413e-10,-5.534870935265718e-9,0.0,0.0,4.8761399921325784e-12,6.240611802040373e-13,11634.702558442375,-264.2134220594917,-15951.73477211979,35546.49377070464,1.5915170929275948e-9,-58.743624508340034,0.0,0.0,4.885248041656684e-12,6.229493187463425e-13,74074.75682486552,-582.2160093323866,-107021.5234701979,9070.680013001029,1.2962198504971904e-9,-1.3972512055450628e-9,0.0,0.0,4.87521481315167e-12,6.244447820746547e-13,-1603.3376717060937,-5.230646248701705,-4880.965585483978,20605.591252394464,1.4422928274963747e-9,-1.3226362482743845e-9,0.0,0.0,4.87313351260316e-12,6.345608641426119e-13,-16491.880620101336,-160.4285806199543,-3742.648523144959,115767.5092217642,1.6452092645441419e-9,-3392.6763720542995,0.0,0.0,4.8800711894467176e-12,6.244310415496123e-13,-29390.7718375813,-722.3999999230516,-80153.0032752423,8105.044406736009,1.4457390291999412e-9,-2.195013107187762e-9,0.0,0.0,4.8231072372541214e-12,6.582410245546646e-13,-3780.726437598596,-22.742591264592015,-1594.3732729004341,113755.92544172236,2.254210363901547e-9,-3.7344449061655595e-9,0.0,0.0,4.878595876569685e-12,6.248000715100378e-13,-34114.64939592564,-558.0744932045237,-64837.846431284306,28861.104150470546,8.73408863461744e-10,-5.47491927898346e-9,0.0,0.0,4.878408475268638e-12,6.268641820212498e-13,-328.0934205547638,-174.011826532691,-27658.356491117698,15904.848279355225,1.2607063129358743e-9,-1.484888115376573e-9,0.0,0.0,4.875594266457647e-12,6.242903392694804e-13,3242.2745462701964,-17.91526177107204,-18836.930105017957,25374.914517991543,1.4321588048874636e-9,-1.3125742889182325e-9,0.0,0.0,4.8737105478103525e-12,6.26264587241324e-13,-3242.2745461103614,-17.915261766890413,-21808.4659885444
t20,6231.854987301312,8.949225326985924e-10,-5.703603787486243e-9,0.0,0.0,4.876177427380982e-12,6.241088019765186e-13,11045.429548480111,-260.69333119389,-15994.564418016847,36132.03252669098,1537.5534166697253,-1.778133250781728e-9,0.0,0.0,4.8956009874499536e-12,6.229849427087511e-13,79276.26587294652,-704.6997416500951,-114159.90085080588,9516.148693427416,9.427534862691203e-10,-2.607397758257962e-9,0.0,0.0,4.8724324967652394e-12,6.244466767990895e-13,-1979.893091379446,-6.4591012627451185,-4947.421936205525,20488.27127525385,1.0211815014089537e-9,-2.3008216046925998e-9,0.0,0.0,4.870200648030774e-12,6.346727341496671e-13,-16316.834249325173,-163.81292919331622,-3793.6062196346247,117714.99340551329,1.6453937980775132e-9,-2144.738278511046,0.0,0.0,4.87983496013237e-12,6.243875188887145e-13,-29637.890302602143,-705.8821577209786,-83134.34277186876,7819.184179482717,1.4535113004944818e-9,-2.226180333800827e-9,0.0,0.0,4.820761071127205e-12,6.596541578601999e-13,-3391.9312141485016,-20.403831505462353,-1701.9857886154266,117660.25732575927,2.3727341991292315e-9,-3.5315413095466416e-9,0.0,0.0,4.8784516218769285e-12,6.248175806265122e-13,-33673.38007715858,-542.7539417351003,-69214.08873702733,29309.032988029758,8.843771282490104e-10,-5.645335265575823e-9,0.0,0.0,4.878532984323282e-12,6.269521569363303e-13,-321.76648777953517,-174.02778615905106,-28112.580342199693,17033.720282281254,1.2694414121863508e-9,-1.4898533193427457e-9,0.0,0.0,4.875396916277636e-12,6.243146343975042e-13,1886.1062939194162,-10.421723243865879,-18624.620932647642,29569.677727439328,1.4319061838305506e-9,-1.2767379767620656e-9,0.0,0.0,4.8735776123111865e-12,6.263970249324591e-13,-6886.106292952649,-130.7495619808674,-22133.728850721684
t21,4483.404333048255,8.02531348783035e-10,-3.607748140876999e-8,0.0,0.0,4.875035952503105e-12,6.240392829404272e-13,12066.948825997333,-265.12878162356833,-15258.762140392324,35957.117526672846,1.725810651746206e-9,-8.053127311721333e-9,0.0,0.0,4.886599313045169e-12,6.226967857118005e-13,78161.4490897377,-677.8710428252957,-111386.27304855877,9077.305173676645,1.2788599474396819e-9,-1.4214652418650912e-9,0.0,0.0,4.875162910551346e-12,6.244774807707082e-13,-1776.0416858051794,-5.794066930197226,-4713.7598906973,20375.288717805575,1.4628404806929982e-9,-1.3025187423059537e-9,0.0,0.0,4.872978830192017e-12,6.345879041814401e-13,-16381.786761929288,-164.42960596016812,-3614.4377960470465,117096.4037999369,1.4571533341685517e-9,-4655.000000340888,0.0,0.0,4.878726997694107e-12,6.244001669748711e-13,-26453.413928572965,-773.4078122878553,-83054.91650936389,6666.5652665051175,9.334791729807211e-10,-303.5867960601306,0.0,0.0,4.81104689102672e-12,6.604958033503664e-13,-2004.2072172496573,-12.056113105212386,-1650.1995132772443,121350.95378351006,1.4747000328908852e-9,-299.5368736611406,0.0,0.0,4.874766326950366e-12,6.247021847268871e-13,-39062.06428665442,-596.9792275765801,-67108.11353994125,28413.17531285154,8.055439212810648e-10,-3.275493451268007e-8,0.0,0.0,4.87763429465926e-12,6.267721896912755e-13,-526.8019267632977,-173.51058626333455,-27012.72162780098,15833.112102301548,1.2460662115825505e-9,-1.4924300512720063e-9,0.0,0.0,4.875321685639714e-12,6.242279073923173e-13,2266.690085960395,-12.52464764117473,-17800.390695914182,27991.992648819025,1.3087957039801042e-9,-1.397182241668527e-9,0.0,0.0,4.873502526071006e-12,6.263345286041029e-13,-6290.772194720612,-107.30549865310614,-21198.26599698934
t22,6777.360372608065,8.162604773784076e-10,-9.851401408458349e-9,0.0,0.0,4.875976767396082e-12,6.240439112038135e-13,10037.79955888704,-249.426284082262,-15554.973907950109,34872.90546948303,1.5026554319343207e-9,-145.26044046979482,0.0,0.0,4.8851206846466454e-12,6.227423963887572e-13,74276.26587293946,-584.3719029002744,-106458.61561394444,9073.99259333761,9.174273756931543e-10,-2.7343799012673976e-9,0.0,0.0,4.872491355523112e-12,6.243723231676114e-13,-2031.9890750193454,-9.043955197584351,-4448.000144606543,20370.951298140815,1.0042470638786367e-9,-2.350569751026642e-9,0.0,0.0,4.8702339990001675e-12,6.344844688550696e-13,-16584.20766768516,-162.9406639229258,-3410.6573546983036,121782.60877287661,1.5394363379746177e-9,-1859.9228164366618,0.0,0.0,4.879735028514952e-12,6.244176126436082e-13,-29678.09654829025,-670.3543026234616,-87517.62306582516,5221.530409159561,1.133841411795111e-9,-3.4482270613655022e-9,0.0,0.0,4.813444207433521e-12,6.601485633732624e-13,-842.4666561447962,-5.067776029587782,-1684.4686872461891,117767.07503890849,1.8582925897387798e-9,-5.641939443498239e-9,0.0,0.0,4.8783762711652334e-12,6.247489079509281e-13,-34574.78177121554,-501.6430124547445,-68501.72661467835,27527.924137798662,8.190460729906546e-10,-9.54703089791058e-9,0.0,0.0,4.878357576792899e-12,6.266696711945701e-13,-921.993116428391,-172.51372034049325,-25734.272994950108,12517.266765111191,1.2338733992387995e-9,-1.4992657286166957e-9,0.0,0.0,4.8751716386720764e-12,6.241827766474711e-13,4676.391811670544,-27.531393107524135,-16864.233593501667,24829.185790381456,1.2592888462125118e-9,-1.4954859431715491e-9,0.0,0.0,4.873465381504492e-12,6.263376131163994e-13,-4356.9224087135835,-24.074273889842086,-20135.771374084823
