Time_Index,BE0 0 CCGT,BE0 0 OCGT,BE0 0 biomass,BE0 0 coal,BE0 0 nuclear,BE0 0 offwind-ac,BE0 0 offwind-dc,BE0 0 onwind,BE0 0 ror,BE0 0 solar,DE0 0 CCGT,DE0 0 OCGT,DE0 0 biomass,DE0 0 coal,DE0 0 lignite,DE0 0 nuclear,DE0 0 offwind-ac,DE0 0 offwind-dc,DE0 0 oil,DE0 0 onwind,DE0 0 ror,DE0 0 solar,DK0 0 OCGT,DK0 0 biomass,DK0 0 coal,DK0 0 offwind-ac,DK0 0 offwind-dc,DK0 0 onwind,DK0 0 solar,DK0 0 nuclear,DK0 0 CCGT,DK3 0 CCGT,DK3 0 OCGT,DK3 0 biomass,DK3 0 coal,DK3 0 offwind-ac,DK3 0 offwind-dc,DK3 0 oil,DK3 0 onwind,DK3 0 nuclear,FR0 0 CCGT,FR0 0 OCGT,FR0 0 coal,FR0 0 nuclear,FR0 0 offwind-ac,FR0 0 offwind-dc,FR0 0 oil,FR0 0 onwind,FR0 0 ror,FR0 0 solar,GB4 0 CCGT,GB4 0 coal,GB4 0 offwind-ac,GB4 0 offwind-dc,GB4 0 oil,GB4 0 onwind,GB4 0 solar,GB5 0 CCGT,GB5 0 OCGT,GB5 0 biomass,GB5 0 coal,GB5 0 nuclear,GB5 0 offwind-ac,GB5 0 offwind-dc,GB5 0 oil,GB5 0 onwind,GB5 0 ror,GB5 0 solar,NL0 0 CCGT,NL0 0 OCGT,NL0 0 coal,NL0 0 nuclear,NL0 0 offwind-ac,NL0 0 offwind-dc,NL0 0 onwind,NL0 0 solar,NO3 0 CCGT,NO3 0 OCGT,NO3 0 offwind-ac,NO3 0 offwind-dc,NO3 0 onwind,NO3 0 solar,NO3 0 coal,NO3 0 nuclear,SE3 0 CCGT,SE3 0 biomass,SE3 0 coal,SE3 0 nuclear,SE3 0 offwind-ac,SE3 0 offwind-dc,SE3 0 oil,SE3 0 onwind,SE3 0 ror,SE3 0 solar,DE0 0 hydro,FR0 0 hydro,GB5 0 hydro,NO3 0 hydro,SE3 0 hydro,DE0 0 PHS,FR0 0 PHS,GB5 0 PHS,NO3 0 PHS,SE3 0 PHS,BE0 0 Battery,DE0 0 Battery,DK0 0 Battery,DK3 0 Battery,FR0 0 Battery,GB4 0 Battery,GB5 0 Battery,NL0 0 Battery,NO0 0 Battery,SE3 0 Battery,BE0 0 CCGT_CCS,DE0 0 CCGT_CCS,DK0 0 CCGT_CCS,DK3 0 CCGT_CCS,FR0 0 CCGT_CCS,GB4 0 CCGT_CCS,GB5 0 CCGT_CCS,NL0 0 CCGT_CCS,NO3 0 CCGT_CCS,SE3 0 CCGT_CCS
47,0.9,0.9,0.9,0.9,0.9,0.027,0.009,0.009,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.036,0.0,0.9,0.045,0.72,0.0,0.9,0.9,0.9,0.018,0.027,0.009,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.009,0.036,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.171,0.153,0.9,0.162,0.441,0.0,0.9,0.9,0.891,0.9,0.9,0.675,0.0,0.9,0.9,0.9,0.9,0.9,0.36,0.18,0.9,0.207,0.855,0.0,0.9,0.9,0.9,0.9,0.018,0.0,0.027,0.0,0.9,0.9,0.261,0.207,0.054,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.072,0.072,0.9,0.081,0.459,0.0,0.830592698,0.48580459,0.949691804,0.26720563,0.511927556,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
48,0.9,0.9,0.9,0.9,0.9,0.018,0.018,0.009,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.027,0.009,0.9,0.045,0.72,0.0,0.9,0.9,0.9,0.009,0.027,0.0,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.0,0.027,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.162,0.126,0.9,0.162,0.441,0.0,0.9,0.9,0.9,0.9,0.9,0.684,0.0,0.9,0.9,0.9,0.9,0.9,0.387,0.18,0.9,0.243,0.855,0.0,0.9,0.9,0.9,0.9,0.027,0.0,0.027,0.0,0.9,0.9,0.288,0.198,0.063,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.072,0.063,0.9,0.072,0.459,0.0,0.83035198,0.485892997,0.948840166,0.267087542,0.511747264,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
49,0.9,0.9,0.9,0.9,0.9,0.072,0.09,0.072,0.828,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.207,0.126,0.9,0.036,0.774,0.0,0.9,0.9,0.9,0.306,0.315,0.207,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.261,0.243,0.9,0.216,0.9,0.9,0.9,0.9,0.9,0.342,0.522,0.9,0.117,0.549,0.0,0.9,0.9,0.387,0.342,0.9,0.198,0.0,0.9,0.9,0.9,0.9,0.9,0.333,0.243,0.9,0.198,0.432,0.0,0.9,0.9,0.9,0.9,0.054,0.108,0.036,0.0,0.9,0.9,0.243,0.387,0.09,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.369,0.36,0.9,0.189,0.27,0.0,0.896592668,0.608777387,0.476383415,0.151761432,0.302802495,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,0.9,0.9,0.9,0.9,0.9,0.081,0.099,0.081,0.828,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.207,0.126,0.9,0.036,0.774,0.0,0.9,0.9,0.9,0.297,0.315,0.189,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.252,0.27,0.9,0.216,0.9,0.9,0.9,0.9,0.9,0.369,0.486,0.9,0.126,0.549,0.0,0.9,0.9,0.324,0.315,0.9,0.18,0.0,0.9,0.9,0.9,0.9,0.9,0.306,0.225,0.9,0.189,0.432,0.0,0.9,0.9,0.9,0.9,0.045,0.099,0.036,0.0,0.9,0.9,0.216,0.378,0.09,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.378,0.387,0.9,0.189,0.27,0.0,0.896355663,0.613915448,0.476104527,0.151707725,0.302703304,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
51,0.9,0.9,0.9,0.9,0.9,0.09,0.117,0.09,0.828,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.198,0.144,0.9,0.036,0.774,0.0,0.9,0.9,0.9,0.315,0.351,0.198,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.27,0.306,0.9,0.234,0.9,0.9,0.9,0.9,0.9,0.36,0.441,0.9,0.135,0.558,0.0,0.9,0.9,0.27,0.279,0.9,0.162,0.0,0.9,0.9,0.9,0.9,0.9,0.288,0.225,0.9,0.18,0.432,0.0,0.9,0.9,0.9,0.9,0.054,0.117,0.036,0.0,0.9,0.9,0.198,0.378,0.09,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.387,0.414,0.9,0.198,0.27,0.0,0.896118176,0.618481531,0.475820709,0.151654211,0.302606952,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
52,0.9,0.9,0.9,0.9,0.9,0.081,0.126,0.081,0.828,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.189,0.171,0.9,0.027,0.774,0.0,0.9,0.9,0.9,0.342,0.387,0.207,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.288,0.369,0.9,0.243,0.9,0.9,0.9,0.9,0.9,0.369,0.414,0.9,0.144,0.558,0.0,0.9,0.9,0.207,0.243,0.9,0.135,0.0,0.9,0.9,0.9,0.9,0.9,0.279,0.234,0.9,0.18,0.432,0.0,0.9,0.9,0.9,0.9,0.063,0.153,0.036,0.0,0.9,0.9,0.189,0.369,0.09,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.405,0.432,0.9,0.207,0.27,0.0,0.895884964,0.622390021,0.475536263,0.15159988,0.302510497,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
53,0.9,0.9,0.9,0.9,0.9,0.081,0.135,0.081,0.828,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.189,0.189,0.9,0.027,0.774,0.0,0.9,0.9,0.9,0.369,0.432,0.225,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.297,0.414,0.9,0.252,0.9,0.9,0.9,0.9,0.9,0.387,0.414,0.9,0.162,0.567,0.0,0.9,0.9,0.171,0.207,0.9,0.117,0.0,0.9,0.9,0.9,0.9,0.9,0.279,0.252,0.9,0.18,0.432,0.0,0.9,0.9,0.9,0.9,0.072,0.189,0.054,0.0,0.9,0.9,0.171,0.342,0.09,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.405,0.441,0.9,0.207,0.27,0.0,0.895655728,0.626116753,0.475268425,0.151545723,0.302413534,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
54,0.9,0.9,0.9,0.9,0.9,0.072,0.135,0.09,0.828,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.189,0.189,0.9,0.027,0.774,0.0,0.9,0.9,0.9,0.378,0.459,0.234,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.288,0.396,0.9,0.234,0.9,0.9,0.9,0.9,0.9,0.432,0.45,0.9,0.18,0.567,0.0,0.9,0.9,0.153,0.18,0.9,0.108,0.0,0.9,0.9,0.9,0.9,0.9,0.288,0.279,0.9,0.18,0.432,0.0,0.9,0.9,0.9,0.9,0.09,0.225,0.054,0.0,0.9,0.9,0.162,0.351,0.09,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.405,0.423,0.9,0.207,0.27,0.0,0.895424582,0.63007708,0.475012304,0.151492048,0.302315344,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
55,0.9,0.9,0.9,0.9,0.9,0.072,0.144,0.099,0.828,0.009,0.9,0.9,0.9,0.9,0.9,0.9,0.189,0.198,0.9,0.027,0.774,0.045,0.9,0.9,0.9,0.396,0.495,0.234,0.054,0.9,1.0,0.9,0.9,0.9,0.9,0.279,0.378,0.9,0.234,0.9,0.9,0.9,0.9,0.9,0.468,0.513,0.9,0.207,0.567,0.0,0.9,0.9,0.144,0.171,0.9,0.108,0.0,0.9,0.9,0.9,0.9,0.9,0.297,0.306,0.9,0.18,0.423,0.0,0.9,0.9,0.9,0.9,0.099,0.252,0.054,0.018,0.9,0.9,0.162,0.387,0.09,0.054,0.9,0.9,0.9,0.9,0.9,0.9,0.396,0.405,0.9,0.198,0.27,0.117,0.89518954,0.633877498,0.474764139,0.151438138,0.302216845,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
56,0.9,0.9,0.9,0.9,0.9,0.072,0.153,0.081,0.828,0.171,0.9,0.9,0.9,0.9,0.9,0.9,0.198,0.207,0.9,0.018,0.774,0.126,0.9,0.9,0.9,0.405,0.513,0.216,0.18,0.9,1.0,0.9,0.9,0.9,0.9,0.27,0.378,0.9,0.225,0.9,0.9,0.9,0.9,0.9,0.495,0.567,0.9,0.216,0.576,0.081,0.9,0.9,0.153,0.171,0.9,0.108,0.036,0.9,0.9,0.9,0.9,0.9,0.297,0.324,0.9,0.162,0.423,0.09,0.9,0.9,0.9,0.9,0.099,0.261,0.018,0.162,0.9,0.9,0.171,0.432,0.081,0.162,0.9,0.9,0.9,0.9,0.9,0.9,0.405,0.405,0.9,0.18,0.27,0.27,0.894875201,0.639337123,0.474531762,0.151384215,0.302119507,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
57,0.9,0.9,0.9,0.9,0.9,0.081,0.171,0.099,0.828,0.306,0.9,0.9,0.9,0.9,0.9,0.9,0.198,0.225,0.9,0.018,0.774,0.189,0.9,0.9,0.9,0.405,0.522,0.279,0.261,0.9,1.0,0.9,0.9,0.9,0.9,0.27,0.387,0.9,0.225,0.9,0.9,0.9,0.9,0.9,0.504,0.585,0.9,0.216,0.576,0.144,0.9,0.9,0.162,0.18,0.9,0.099,0.117,0.9,0.9,0.9,0.9,0.9,0.288,0.333,0.9,0.135,0.423,0.225,0.9,0.9,0.9,0.9,0.108,0.279,0.027,0.243,0.9,0.9,0.18,0.504,0.063,0.27,0.9,0.9,0.9,0.9,0.9,0.9,0.414,0.414,0.9,0.153,0.27,0.396,0.894672675,0.6440472,0.474306093,0.151331131,0.302021167,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
58,0.9,0.9,0.9,0.9,0.9,0.126,0.189,0.126,0.828,0.333,0.9,0.9,0.9,0.9,0.9,0.9,0.18,0.216,0.9,0.018,0.774,0.207,0.9,0.9,0.9,0.405,0.504,0.279,0.279,0.9,1.0,0.9,0.9,0.9,0.9,0.216,0.36,0.9,0.153,0.9,0.9,0.9,0.9,0.9,0.531,0.585,0.9,0.243,0.585,0.18,0.9,0.9,0.171,0.189,0.9,0.117,0.18,0.9,0.9,0.9,0.9,0.9,0.279,0.324,0.9,0.198,0.423,0.279,0.9,0.9,0.9,0.9,0.117,0.261,0.045,0.252,0.9,0.9,0.198,0.54,0.081,0.36,0.9,0.9,0.9,0.9,0.9,0.9,0.396,0.405,0.9,0.153,0.27,0.477,0.89467803,0.648031741,0.474079364,0.151277653,0.301922964,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
59,0.9,0.9,0.9,0.9,0.9,0.108,0.144,0.126,0.828,0.261,0.9,0.9,0.9,0.9,0.9,0.9,0.162,0.144,0.9,0.018,0.774,0.198,0.9,0.9,0.9,0.324,0.351,0.216,0.279,0.9,1.0,0.9,0.9,0.9,0.9,0.162,0.387,0.9,0.099,0.9,0.9,0.9,0.9,0.9,0.504,0.54,0.9,0.234,0.585,0.225,0.9,0.9,0.171,0.153,0.9,0.153,0.243,0.9,0.9,0.9,0.9,0.9,0.225,0.261,0.9,0.162,0.423,0.288,0.9,0.9,0.9,0.9,0.072,0.171,0.027,0.27,0.9,0.9,0.18,0.486,0.072,0.396,0.9,0.9,0.9,0.9,0.9,0.9,0.342,0.387,0.9,0.135,0.27,0.495,0.894941662,0.650843381,0.473855307,0.151224064,0.301823698,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,0.9,0.9,0.9,0.9,0.9,0.117,0.135,0.099,0.828,0.198,0.9,0.9,0.9,0.9,0.9,0.9,0.162,0.144,0.9,0.018,0.774,0.189,0.9,0.9,0.9,0.351,0.36,0.225,0.252,0.9,1.0,0.9,0.9,0.9,0.9,0.153,0.36,0.9,0.117,0.9,0.9,0.9,0.9,0.9,0.495,0.531,0.9,0.243,0.585,0.234,0.9,0.9,0.153,0.162,0.9,0.144,0.261,0.9,0.9,0.9,0.9,0.9,0.18,0.234,0.9,0.135,0.423,0.288,0.9,0.9,0.9,0.9,0.081,0.135,0.045,0.27,0.9,0.9,0.189,0.549,0.063,0.405,0.9,0.9,0.9,0.9,0.9,0.9,0.324,0.369,0.9,0.144,0.27,0.495,0.895263529,0.6532314,0.473638965,0.151170191,0.301724378,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,0.9,0.9,0.9,0.9,0.9,0.126,0.135,0.09,0.828,0.162,0.9,0.9,0.9,0.9,0.9,0.9,0.144,0.135,0.9,0.018,0.774,0.18,0.9,0.9,0.9,0.333,0.351,0.216,0.216,0.9,1.0,0.9,0.9,0.9,0.9,0.126,0.261,0.9,0.117,0.9,0.9,0.9,0.9,0.9,0.486,0.531,0.9,0.252,0.594,0.234,0.9,0.9,0.135,0.171,0.9,0.144,0.261,0.9,0.9,0.9,0.9,0.9,0.153,0.216,0.9,0.126,0.423,0.297,0.9,0.9,0.9,0.9,0.108,0.135,0.063,0.243,0.9,0.9,0.216,0.603,0.054,0.378,0.9,0.9,0.9,0.9,0.9,0.9,0.315,0.333,0.9,0.144,0.27,0.468,0.895714834,0.655728728,0.473431122,0.151119879,0.301625314,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
62,0.9,0.9,0.9,0.9,0.9,0.18,0.18,0.099,0.828,0.162,0.9,0.9,0.9,0.9,0.9,0.9,0.126,0.153,0.9,0.018,0.774,0.153,0.9,0.9,0.9,0.315,0.36,0.198,0.18,0.9,1.0,0.9,0.9,0.9,0.9,0.09,0.171,0.9,0.099,0.9,0.9,0.9,0.9,0.9,0.477,0.54,0.9,0.261,0.594,0.216,0.9,0.9,0.117,0.171,0.9,0.135,0.252,0.9,0.9,0.9,0.9,0.9,0.144,0.216,0.9,0.126,0.423,0.297,0.9,0.9,0.9,0.9,0.153,0.153,0.09,0.207,0.9,0.9,0.234,0.657,0.054,0.342,0.9,0.9,0.9,0.9,0.9,0.9,0.306,0.324,0.9,0.144,0.27,0.405,0.896371183,0.657348592,0.473235968,0.151070369,0.30152674,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
63,0.9,0.9,0.9,0.9,0.9,0.243,0.252,0.117,0.828,0.144,0.9,0.9,0.9,0.9,0.9,0.9,0.117,0.189,0.9,0.027,0.774,0.126,0.9,0.9,0.9,0.333,0.414,0.216,0.153,0.9,1.0,0.9,0.9,0.9,0.9,0.081,0.135,0.9,0.081,0.9,0.9,0.9,0.9,0.9,0.459,0.549,0.9,0.279,0.594,0.18,0.9,0.9,0.108,0.18,0.9,0.144,0.234,0.9,0.9,0.9,0.9,0.9,0.135,0.225,0.9,0.117,0.423,0.261,0.9,0.9,0.9,0.9,0.216,0.207,0.126,0.171,0.9,0.9,0.243,0.666,0.054,0.27,0.9,0.9,0.9,0.9,0.9,0.9,0.315,0.342,0.9,0.135,0.27,0.306,0.897040713,0.658086474,0.473044205,0.15102041,0.301428942,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
64,0.9,0.9,0.9,0.9,0.9,0.333,0.333,0.153,0.828,0.135,0.9,0.9,0.9,0.9,0.9,0.9,0.099,0.234,0.9,0.036,0.783,0.099,0.9,0.9,0.9,0.342,0.468,0.216,0.126,0.9,1.0,0.9,0.9,0.9,0.9,0.072,0.108,0.9,0.063,0.9,0.9,0.9,0.9,0.9,0.459,0.558,0.9,0.297,0.594,0.153,0.9,0.9,0.108,0.18,0.9,0.144,0.234,0.9,0.9,0.9,0.9,0.9,0.135,0.243,0.9,0.117,0.423,0.225,0.9,0.9,0.9,0.9,0.297,0.261,0.162,0.153,0.9,0.9,0.27,0.666,0.054,0.171,0.9,0.9,0.9,0.9,0.9,0.9,0.306,0.351,0.9,0.108,0.27,0.198,0.897656862,0.659062923,0.47285871,0.150969214,0.301330958,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
65,0.9,0.9,0.9,0.9,0.9,0.423,0.423,0.198,0.828,0.099,0.9,0.9,0.9,0.9,0.9,0.9,0.099,0.279,0.9,0.045,0.783,0.054,0.9,0.9,0.9,0.333,0.513,0.189,0.054,0.9,1.0,0.9,0.9,0.9,0.9,0.072,0.099,0.9,0.054,0.9,0.9,0.9,0.9,0.9,0.459,0.594,0.9,0.297,0.594,0.099,0.9,0.9,0.099,0.189,0.9,0.144,0.18,0.9,0.9,0.9,0.9,0.9,0.135,0.27,0.9,0.108,0.423,0.153,0.9,0.9,0.9,0.9,0.351,0.306,0.189,0.108,0.9,0.9,0.288,0.666,0.054,0.081,0.9,0.9,0.9,0.9,0.9,0.9,0.297,0.369,0.9,0.081,0.27,0.063,0.898174538,0.660162893,0.472659648,0.150916273,0.30123259,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
66,0.9,0.9,0.9,0.9,0.9,0.495,0.522,0.216,0.828,0.027,0.9,0.9,0.9,0.9,0.9,0.9,0.09,0.306,0.9,0.063,0.783,0.0,0.9,0.9,0.9,0.306,0.513,0.153,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.063,0.09,0.9,0.045,0.9,0.9,0.9,0.9,0.9,0.441,0.585,0.9,0.297,0.594,0.027,0.9,0.9,0.099,0.207,0.9,0.144,0.09,0.9,0.9,0.9,0.9,0.9,0.135,0.288,0.9,0.081,0.423,0.063,0.9,0.9,0.9,0.9,0.369,0.333,0.18,0.027,0.9,0.9,0.306,0.648,0.054,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.288,0.351,0.9,0.081,0.27,0.0,0.898525961,0.660091133,0.472443969,0.150863128,0.301133958,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
67,0.9,0.9,0.9,0.9,0.9,0.495,0.549,0.225,0.828,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.09,0.315,0.9,0.081,0.783,0.0,0.9,0.9,0.9,0.27,0.477,0.153,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.054,0.09,0.9,0.054,0.9,0.9,0.9,0.9,0.9,0.414,0.549,0.9,0.288,0.594,0.0,0.9,0.9,0.099,0.225,0.9,0.135,0.009,0.9,0.9,0.9,0.9,0.9,0.135,0.288,0.9,0.072,0.423,0.0,0.9,0.9,0.9,0.9,0.369,0.342,0.189,0.0,0.9,0.9,0.324,0.63,0.063,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.279,0.333,0.9,0.09,0.27,0.0,0.898709952,0.66048817,0.472220106,0.150809841,0.301035497,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
68,0.9,0.9,0.9,0.9,0.9,0.468,0.504,0.234,0.828,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.09,0.306,0.9,0.099,0.783,0.0,0.9,0.9,0.9,0.225,0.414,0.144,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.045,0.099,0.9,0.045,0.9,0.9,0.9,0.9,0.9,0.369,0.513,0.9,0.279,0.594,0.0,0.9,0.9,0.117,0.261,0.9,0.153,0.0,0.9,0.9,0.9,0.9,0.9,0.144,0.288,0.9,0.081,0.423,0.0,0.9,0.9,0.9,0.9,0.351,0.342,0.216,0.0,0.9,0.9,0.351,0.63,0.063,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.261,0.306,0.9,0.09,0.27,0.0,0.898639555,0.660707129,0.471997044,0.150755319,0.300937157,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
69,0.9,0.9,0.9,0.9,0.9,0.405,0.45,0.216,0.828,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.081,0.279,0.9,0.099,0.783,0.0,0.9,0.9,0.9,0.18,0.351,0.135,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.036,0.126,0.9,0.036,0.9,0.9,0.9,0.9,0.9,0.333,0.486,0.9,0.261,0.594,0.0,0.9,0.9,0.144,0.306,0.9,0.171,0.0,0.9,0.9,0.9,0.9,0.9,0.144,0.27,0.9,0.09,0.423,0.0,0.9,0.9,0.9,0.9,0.324,0.333,0.207,0.0,0.9,0.9,0.369,0.621,0.072,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.243,0.297,0.9,0.09,0.27,0.0,0.898515928,0.660916152,0.471774702,0.150701202,0.300838569,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
70,0.9,0.9,0.9,0.9,0.9,0.342,0.414,0.198,0.828,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.072,0.234,0.9,0.09,0.783,0.0,0.9,0.9,0.9,0.144,0.297,0.117,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.036,0.162,0.9,0.027,0.9,0.9,0.9,0.9,0.9,0.306,0.441,0.9,0.252,0.594,0.0,0.9,0.9,0.18,0.351,0.9,0.18,0.0,0.9,0.9,0.9,0.9,0.9,0.153,0.27,0.9,0.09,0.423,0.0,0.9,0.9,0.9,0.9,0.27,0.306,0.171,0.0,0.9,0.9,0.387,0.612,0.081,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.243,0.297,0.9,0.099,0.27,0.0,0.898352221,0.661014696,0.471552423,0.150647398,0.300740514,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
