,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand
t9,8932.50691908071,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1540.0328663542944,-33.07898718814749,-0.0,-10439.460798246859,3014.6853977379064,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-32.93201268764447,-2981.753385050262,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1475.3825534031093,-42.79373223147109,-9.74317185910559,-1422.8456493125323,4215.062904485723,0,0.0,-217.6504472977442,0.0,-0.0,0.0,0.0,-3192.9964944820617,-31.377332287043398,-12.172763478149818,-760.865866940724,2696.2239071467916,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1940.9668227261614,-53.62886835030954,-0.0,-701.6282160703208,3077.9416084784248,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1246.05775551121,-12.244914239990363,-11.16544254951096,-4300.589007200133,3313.2474757014797,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1587.2947337602013,-15.598223920614364,-11.475774885110807,-1698.8787431355531,6188.285514435577,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1587.2947337602013,-15.598223920614364,-4.571592137679551,-7755.410432137484,6679.859619489012,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1439.6805239169753,-14.147630372972035,-34.76446297291093,-8070.628050060104,3306.1711870538597,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-567.1903819773655,-5.573736493627349,-0.0,-2733.407068582867
t10,9677.834559368232,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1180.9737549666318,-11.605338745564834,-0.0,-10847.202975589298,3131.3489951085726,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-32.93201268764447,-3098.416982420928,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1522.3555412791795,-14.96007144395159,-28.854976051821144,-1478.5404937834069,7162.640650865477,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-7162.640650865477,2696.2239071467916,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2583.6413329781,-48.53804924256322,-0.0,-64.04452492612866,3077.9416084784248,0,0.0,-1613.087770755124,0.0,-0.0,0.0,0.0,-1177.8255682945637,-11.574401755974703,-32.624616596172785,-242.82925107658937,3313.2474757014797,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1344.6105044699527,-13.213384564722633,-0.4101990273406173,-1955.0133876394636,5505.053133011949,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1344.6105044699527,-13.213384564722633,-0.0,-6836.45025291718,5117.525810130251,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1522.3555412791795,-14.96007144395159,-19.77032309024605,-3560.4398743168736,5320.126560160578,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2580.493146306032,-25.35830874102368,-0.0,-7875.261397725587
t11,11162.372742868203,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1.1531790829820143,-0.007494351390413567,-0.0,-11163.518427599796,3222.78803088558,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1.0445960851579787,-0.006427314577396103,-32.93201268764447,-3188.8049947982004,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1566.9290993523505,-15.398092389259446,-28.854976051821144,-1522.6760309112697,7794.912453374245,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-7794.912453374245,4970.683011254151,0,0.0,-0.0,0.0,-0.0,0.0,0.0,453.50491480819124,-4.458692178320147,-17.173738573438737,-5402.555495310584,3077.9416084784248,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-389.15301966848114,-3.8241769540761594,-24.03879470312399,-2660.925617152743,3313.2474757014797,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1507.1886757475233,-14.811027816637216,-0.0,-1791.2477721373193,3867.4544726067174,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1507.1886757475233,-14.811027816637216,-0.0,-5359.832120537603,5702.870413106763,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1566.9290993523505,-15.398092389259446,-39.96297546411255,-4080.580245901042,3306.1711870538597,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-64.46047813753408,-0.6334481874309699,-6.527134376000032,-3234.550126352895
t12,11162.372742868203,0,0.0,-0.0,0.0,-0.0,0.0,0.0,199.44843944379832,-2.8387212439231138,-0.0,-11358.982461068079,3222.78803088558,0,0.0,-0.0,0.0,-0.0,0.0,0.0,54.99157546830097,-0.33835868204305525,-32.93201268764447,-3244.509234984194,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1593.460979157809,-15.658819142418883,-28.854976051821144,-1548.9471839635692,7086.472090247405,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-7086.472090247405,4752.5743685348825,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2326.0531313939327,-27.858671302903737,-0.0,-7050.768828625912,6516.415293111136,0,0.0,-0.0,0.0,-0.0,0.0,0.0,130.83302477111997,-1.2856861256994008,-20.55418587694459,-6625.4084458796115,3313.2474757014797,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-130.83302477111997,-1.2856861256994008,-0.0,-3181.12876480466,2988.353846048876,0,0.0,-1661.09254127802,0.0,-0.0,0.0,0.0,0.0,-0.0,-38.07117380244039,-1289.1901309684158,5864.209866728727,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1593.460979157809,-15.658819142418883,-3.3878179318472466,-4251.702250496652,3306.1711870538597,0,0.0,-642.0331202882305,0.0,-0.0,0.0,0.0,-2580.493146306032,-25.35830874102368,-18.87246862,-39.4141430985763
t13,11162.372742868203,0,0.0,-0.0,0.0,-0.0,0.0,0.0,308.1971342304867,-4.397462193165237,-0.0,-11466.172414905524,3222.78803088558,0,0.0,-0.0,0.0,-0.0,0.0,0.0,85.65995409485353,-0.5270587162593752,-32.93201268764447,-3274.98891357653,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1608.318831848866,-15.804826124188168,-28.854976051821144,-1563.6590296728566,8059.264338308721,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1608.318831848866,-15.804826124188168,-0.0,-6435.140680335666,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,3996.833530627872,-47.01738430152673,-0.0,-9710.978341084447,3837.659053069397,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2100.0309051349423,-20.636843052396834,-32.953110908576924,-1684.03819397348,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2517.336830670552,-24.73767645873197,-0.0,-9572.18777750558,2988.353846048876,0,0.0,-209.22135927094342,0.0,-0.0,0.0,0.0,-2227.50339818279,-21.88950548993232,-19.529039510303075,-510.21054359490756,6622.4382027746215,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-8.481996939721807,-6613.9562058349,3756.0495391134764,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2580.493146306032,-25.35830874102368,-0.0,-1150.1980840664212
t14,11162.372742868203,0,0.0,-0.0,0.0,-0.0,0.0,0.0,413.6070529020143,-5.770072728349731,-0.0,-11570.209723041868,3222.78803088558,0,0.0,-0.0,0.0,-0.0,0.0,0.0,106.73371241224939,-0.656723833675009,-23.396427295288007,-3305.4685921688665,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1615.0674170550894,-37.74738779503702,-0.0,-1577.3200292600523,9006.544667704537,0,0.0,-0.0,0.0,-0.0,0.0,0.0,630.4381804827769,-6.195267771083442,-0.0,-9630.78758041623,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,3954.543513629231,-39.60198607707792,-7.017493438696178,-9669.086228871558,6576.798308714582,0,0.0,-0.0,0.0,-0.0,0.0,0.0,598.5037626754435,-33.62781587115995,-35.00486652512399,-7106.669388993741,4362.847844461783,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-142.0127153636519,-38.11371847152781,-0.0,-4182.721410626604,2988.353846048876,0,0.0,-448.2547394016069,0.0,-0.0,0.0,0.0,-1868.2434223499313,-18.359085190810966,-19.529039510303075,-633.9675595962241,4059.4869562404574,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2728.1443551371895,-26.809265874889988,-30.12377085595813,-1274.4095643724195,6438.449146814851,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2580.493146306032,-25.35830874102368,-0.0,-3832.5976917677945
t15,11162.372742868203,0,0.0,-0.0,0.0,-0.0,0.0,0.0,416.64256838397154,-7.754706309939881,-0.0,-11571.260604942236,3222.78803088558,0,0.0,-0.0,0.0,-0.0,0.0,0.0,84.24996786894702,-0.5183831859252497,-0.0,-3306.519615568602,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1592.974063519745,-15.654034259692674,-0.0,-1577.3200292600523,9006.544667704537,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1475.231695395264,-14.49698901542456,-0.0,-7516.815983293848,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-3145.965968022847,-40.65128679485497,-19.533554258958024,-2555.011385681442,6576.798308714582,0,0.0,-0.0,0.0,-0.0,0.0,0.0,823.1232173842425,-51.31912904841708,-37.81507856656659,-7310.787318483841,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,333.3954539583839,-39.95410853881144,-0.0,-7373.029968713332,6385.3714659164025,0,1508.564153407509,-0.0,0.0,-0.0,0.0,0.0,1866.192248139239,-18.33892845875732,-19.83604477817305,-9721.95289422622,6679.859619489012,0,152.45324658063754,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-38.54000554211256,-6793.772860527538,7064.468348405683,0,138.29043718823104,-0.0,0.0,-0.0,0.0,0.0,-495.3798558364175,-4.868059946745503,-0.0,-6702.5108698107515
t16,11162.372742868203,0,0.0,-0.0,0.0,-0.0,0.0,0.0,459.6266714165262,-43.38263603992612,-0.0,-11578.616778244805,3222.78803088558,0,0.0,-0.0,0.0,-0.0,0.0,0.0,85.30749816641446,-0.5248900836568476,-0.0,-3307.570638968338,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1639.1131570333753,-60.74228165123122,-0.0,-1578.3708753821443,4215.062904485723,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2840.32204768698,-27.911627477983302,-0.0,-1346.8292293207603,4310.482433566872,0,0.0,-0.0,0.0,-0.0,0.0,0.0,314.75603484745875,-75.76063940853015,-11.29154953442685,-4538.186279471373,3077.9416084784248,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2638.657192701448,-36.44758724677098,-20.55418587694459,-382.2826426532609,3313.2474757014797,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2730.6664818568056,-26.83405062122096,-3.4208929751108053,-552.3260502483422,2988.353846048876,0,0.0,-878.0583296028665,0.0,-0.0,0.0,0.0,2195.519094611494,-21.57519818553641,-31.01814216817305,-4253.221270703794,6679.859619489012,0,219.4022387909817,-0.0,0.0,-0.0,0.0,0.0,2271.048617058063,-22.317421024610375,-38.601019668112556,-9109.392034645334,7064.468348405683,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1244.2746491119017,-12.227391789812,-0.0,-8296.515605727773
t17,11162.372742868203,0,0.0,-0.0,0.0,-0.0,0.0,0.0,435.07345596195523,-6.218837780948958,-0.0,-11591.22736104921,3222.78803088558,0,0.0,-0.0,0.0,-0.0,0.0,0.0,121.61598420874286,-0.7482932391336817,-32.93201268764447,-3310.723709167545,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1625.596435018999,-16.26889134084955,-28.854976051821144,-1580.4725676263283,7908.553793650786,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1640.569561249458,-16.121751574826988,-0.0,-6251.862480826501,5307.299086946165,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2820.739385060858,-27.719190150430094,-0.0,-2458.8405117348766,6576.798308714582,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1761.058440578623,-17.305786574595423,-26.35802562605245,-8294.192937092557,4165.119007739922,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1761.058440578623,-17.305786574595423,-0.0,-2386.7547805867043,2988.353846048876,0,0.0,-666.2781319603613,0.0,-0.0,0.0,0.0,0.0,-0.0,-19.529039510303075,-2302.546674578212,6679.859619489012,0,0.0,-0.0,0.0,-0.0,0.0,0.0,14.973126230458952,-0.14713976602256348,-22.326332638081087,-6672.359273315368,7064.468348405683,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2264.04994489016,-22.248645608614815,-0.0,-9306.269647687228
t18,11162.372742868203,0,0.0,-0.0,0.0,-0.0,0.0,0.0,332.1920014640468,-4.222045718283881,-0.0,-11490.342698613968,3222.78803088558,0,0.0,-0.0,0.0,-0.0,0.0,0.0,59.92677102719819,-0.3687245380985118,-0.0,-3282.34607737468,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1589.4879471502231,-23.727225233182708,-0.0,-1565.7607219170407,9006.544667704537,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2455.319012252683,-24.128232101502682,-0.0,-6527.097423350351,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,4165.16696629364,-43.81790665369196,-0.5008465245468989,-9882.010407873504,6576.798308714582,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1477.4542313640209,-39.64143351149946,-1.0819728752548876,-8013.529133691849,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-528.2045921086267,-48.969637098864816,-0.0,-6502.414394086268,3919.721050608743,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2227.50339818279,-21.88950548993232,-9.871973198935024,-1660.4561737370855,6679.859619489012,0,107.19081050317683,-0.0,0.0,-0.0,0.0,0.0,167.2922315510024,-1.6439679615959868,-30.55820628207793,-6922.140487299518,3517.194704303951,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2580.493146306032,-25.35830874102368,-0.0,-911.3432492568952
t19,11162.372742868203,0,0.0,-0.0,0.0,-0.0,0.0,0.0,12.264272028487632,-0.6097682932242934,-0.0,-11174.027246603468,3222.78803088558,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2.115060594934896,-0.01301379546319593,-32.93201268764447,-3191.9580649974077,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1556.1063336544926,-24.510713691401495,-8.919589051821118,-1522.6760309112697,4215.062904485723,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-3601.2587286762123,-35.389294030408394,-0.0,-578.4148817791031,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2448.172933085149,-36.57681139171437,-24.53416923143874,-8148.2241472200985,6576.798308714582,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1195.4248572635697,-17.45588453076844,-20.55418587694459,-5343.363381043299,3313.2474757014797,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2084.9227669014604,-20.488376533748983,-0.0,-1207.8363322662703,3251.9957274788453,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1794.4688975678423,-17.634108579528522,-31.848618536173046,-4996.981897930987,6679.859619489012,0,0.0,-0.0,0.0,-0.0,0.0,0.0,469.06724127410394,-4.6094878963566615,-13.178501812396934,-7131.138871054362,7064.468348405683,0,0.0,-0.0,0.0,-0.0,0.0,0.0,599.4116146362318,-5.89037208204173,-0.0,-7657.989590959874
t20,10922.130958791306,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-5.569777777777798,-10916.561181013527,3161.3136063702177,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-42.92717935431112,-3118.3864270159065,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1535.5225475412688,-15.08946260721316,-32.43497605182113,-1487.9981088822346,4215.062904485723,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-114.2341068514302,-1.1225698291198303,-11.252330579383283,-4088.45389722579,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1723.7016194325984,-16.938683950990256,-1.6021173018163009,-7466.3230129378935,3077.9416084784248,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1769.7443626916777,-17.39114246672737,-20.55418587694459,-1270.251917443075,4041.2476019641945,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1152.3912323022878,-21.163869349402038,-0.0,-5172.474964917079,6385.3714659164025,0,0.0,-0.0,0.0,-0.0,0.0,0.0,500.6352632895091,-4.919704433748364,-30.128213012173056,-6850.958811759991,3866.3827293936624,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1421.2884406898388,-13.966892778093332,-3.703593098604011,-2427.423802827127,3306.1711870538597,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1606.9837523327174,-15.791706399916558,-10.254342731999998,-1673.141385589226
t21,10981.295053809657,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-12.189777777777799,-10969.105276031882,3215.027933966518,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-81.92717935431118,-3133.100754612207,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1557.777164817407,-15.30815702870755,-47.11497605182112,-1495.3540317368784,4215.062904485723,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1810.095013693514,-17.787665227297612,-0.0,-2387.180225564912,3756.565918997063,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2921.4867310706522,-33.668243009676495,-0.0,-801.4109449167343,6576.798308714582,0,1365.317489167137,-0.0,0.0,-0.0,0.0,0.0,1619.3839429151392,-46.463907498017434,-0.0,-9515.03583329884,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2493.6033812137957,-24.504449666529307,-0.0,-9548.687554841026,6385.3714659164025,0,1760.9987245137702,-0.0,0.0,-0.0,0.0,0.0,-939.182744182176,-9.229276979598312,-0.0,-7197.958169268399,3947.904040887893,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-16.41898132708127,-3931.4850595608123,5240.991637619391,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-5240.991637619391
t22,10577.811112666488,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-18.549777777777802,-10559.26133488871,3135.7843365958524,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-119.34717935431114,-3016.437157241541,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1515.769514379262,-14.89535106143716,-61.214976051821125,-1439.6591872660038,4215.062904485723,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1120.8924153215855,-11.01492401709545,-7.3751085281804825,-3075.780456618862,3579.5286619655544,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1959.4805696892295,-19.255665658072477,-5.548096370992538,-5514.205469625719,4054.4153634477675,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-29.40523152712399,-4025.0101319206433,3313.2474757014797,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-800.6405692505339,-7.867833625021447,-11.475774885110807,-2493.2632979408136,5654.120527974158,0,0.0,-0.0,0.0,-0.0,0.0,0.0,800.6405692505339,-7.867833625021447,-3.618291711206376,-6443.274971888464,4192.70135508196,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-394.8770990576765,-3.8804270443417086,-36.74205242304336,-3757.201776556898,3306.1711870538597,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1959.4805696892295,-19.255665658072477,-14.047337281999999,-1313.3876144245583
t23,9476.99005700768,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-19.05295370370368,-9457.937103303979,2860.437316675134,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-159.30717935431116,-2701.1301373208225,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1376.469629608913,-13.526461750240122,-73.55497605182113,-1289.3881918068516,4215.062904485723,0,0.0,-352.8194064717006,0.0,-0.0,0.0,0.0,-3391.847869520822,-33.3314295374191,-0.0,-437.06419895578193,5715.295896347571,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-256.67464706858834,-42.13225769549047,-0.1086097597209394,-5416.380381823772,6576.798308714582,0,0.0,-0.0,0.0,-0.0,0.0,0.0,3289.349863721966,-32.32418947553118,-31.68510295712399,-9802.138880003893,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1210.2064214413217,-31.886405057152004,-0.0,-8257.90863967793,2988.353846048876,0,0.0,-86.92851075403851,0.0,-0.0,0.0,0.0,-2227.50339818279,-21.88950548993232,-23.653510024387128,-628.3789215977284,6489.668739981347,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-26.49900957142045,-6463.169730409927,4513.8826393587815,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-4513.8826393587815
t24,8416.650219537269,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-19.05295370370368,-8397.597265833567,2579.5825775512435,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14717935431116,-2398.4353981969325,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1239.37650725658,-12.179258124507607,-81.77497605182113,-1145.4222730802512,6521.894889715458,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-6.3948693418841005,-6515.5000203735735,3469.0151135771307,0,0.0,-0.0,0.0,-0.0,0.0,0.0,550.6136394225546,-5.410838112662027,-0.0,-4014.217914887023,4236.413284933605,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-4.6852545563131365,-4231.728030377291,6546.264423989823,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1562.5127909712553,-15.354693664646014,-0.0,-8093.422521296432,2988.353846048876,0,0.0,-740.0905706454224,0.0,-0.0,0.0,0.0,-1562.5127909712553,-15.354693664646014,-19.529039510303075,-650.86675125725,3126.174301920858,0,0.0,-977.8989315785503,0.0,-0.0,0.0,0.0,-1239.37650725658,-12.179258124507607,-36.74205242304336,-859.9775525381762,3306.1711870538597,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-550.6136394225546,-5.410838112662027,-0.0,-2750.1467095186435
t25,11162.372742868203,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-3403.8889005840165,-35.58129072367526,-11.53116666666672,-7711.371384893844,2518.3019411429404,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-133.38898439277568,-0.8207315497665209,-181.14717935431116,-2202.945045846087,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1165.7340261746942,-42.283228088397294,-72.60467599432356,-1050.8461220919735,9006.544667704537,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-87.51231543464877,-13.57113635587886,-0.0,-8905.461215914009,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1741.10506579916,-63.82033554279403,-0.0,-7438.4469250144675,6576.798308714582,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-909.8276850287643,-42.94027678788827,-18.197698022732638,-5605.832648875196,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,412.2385234291994,-47.83004741335633,-0.0,-7443.997099309603,6385.3714659164025,0,421.82638278837317,-0.0,0.0,-0.0,0.0,0.0,2227.50339818279,-21.88950548993232,-26.895557974173048,-8985.91618342346,6679.859619489012,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1568.530018160393,-15.41382449591579,-36.40652279394494,-8196.569290359545,3306.1711870538597,0,0.0,-163.38662238685137,0.0,-0.0,0.0,0.0,-2580.493146306032,-25.35830874102368,-0.0,-536.9331096199528
t26,9080.831207434707,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1753.5278449961063,-17.23178398789659,-19.05295370370368,-7291.018624747001,2264.275557630525,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14717935431116,-2083.128378276214,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1140.9662432077482,-62.59838168170824,-84.26743002703317,-994.100431499007,8127.289721533186,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2001.9999999999998,-19.673500847,-16.393720723884098,-6089.222499962301,2696.2239071467916,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1933.607767684369,-19.001415612040066,-4.0096625950924585,-739.6050612552901,3077.9416084784248,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1196.4566810238298,-11.757488275485075,-20.55418587694459,-1849.1732533021652,5536.584915277467,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1196.4566810238298,-11.757488275485075,-0.0,-6721.284108025812,2988.353846048876,0,0.0,-789.4472185376626,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.50032830617298,-2165.406299205041,6679.859619489012,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2614.5616017883576,-25.69309684681165,-45.82885916411256,-9222.899265266446,5155.886445431707,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1933.607767684369,-19.001415612040066,-0.0,-7070.4927975040355
