,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t6907,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15321.0
t6908,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15106.0
t6909,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14371.0
t6910,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13249.0
t6911,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11874.0
t6912,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10677.0
t6913,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9858.0
t6914,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9386.0
t6915,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9120.0
t6916,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9014.0
t6917,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9190.0
t6918,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10058.0
t6919,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11888.0
t6920,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13017.0
t6921,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13231.0
t6922,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13386.0
t6923,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13575.0
t6924,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13620.0
t6925,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13524.0
t6926,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13483.0
t6927,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13312.0
t6928,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13201.0
t6929,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13324.0
t6930,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13740.0
t6931,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14689.0
t6932,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14711.0
t6933,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14126.0
t6934,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13046.0
t6935,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11841.0
t6936,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10700.0
t6937,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9824.0
t6938,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9407.0
t6939,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9226.0
t6940,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9211.0
t6941,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9509.0
t6942,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10513.0
t6943,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12477.0
t6944,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13504.0
t6945,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13686.0
t6946,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13692.0
t6947,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13731.0
t6948,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13674.0
t6949,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13577.0
t6950,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13543.0
t6951,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13408.0
t6952,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13306.0
t6953,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13361.0
t6954,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13756.0
t6955,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14711.0
t6956,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14701.0
t6957,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14124.0
t6958,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13100.0
t6959,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11697.0
t6960,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10539.0
t6961,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9752.0
t6962,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9339.0
t6963,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9161.0
t6964,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9117.0
t6965,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9403.0
t6966,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10389.0
t6967,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12357.0
t6968,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13419.0
t6969,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13599.0
t6970,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13673.0
t6971,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13767.0
t6972,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13130.0
t6973,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13386.0
t6974,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13375.0
t6975,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13724.0
t6976,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12889.0
t6977,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13466.0
t6978,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13785.0
t6979,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14660.0
t6980,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14653.0
t6981,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14059.0
t6982,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13056.0
t6983,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11741.0
t6984,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10531.0
t6985,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9705.0
t6986,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9258.0
t6987,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9046.0
t6988,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8998.0
t6989,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9240.0
t6990,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10148.0
t6991,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11994.0
t6992,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13237.0
t6993,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13673.0
t6994,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13984.0
t6995,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14239.0
t6996,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14308.0
t6997,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14230.0
t6998,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14215.0
t6999,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14095.0
t7000,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14014.0
t7001,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14124.0
t7002,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14475.0
t7003,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14812.0
t7004,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14451.0
t7005,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13875.0
t7006,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13060.0
t7007,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11969.0
t7008,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10825.0
t7009,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9966.0
t7010,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9474.0
t7011,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9183.0
t7012,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9057.0
t7013,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9095.0
t7014,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9398.0
t7015,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10098.0
t7016,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10924.0
t7017,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11869.0
t7018,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12599.0
t7019,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12963.0
t7020,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13059.0
t7021,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12957.0
t7022,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12744.0
t7023,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12489.0
t7024,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12329.0
t7025,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12366.0
t7026,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12630.0
t7027,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13394.0
t7028,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13221.0
t7029,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12742.0
t7030,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12050.0
t7031,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11141.0
t7032,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10192.0
t7033,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9412.0
t7034,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8905.0
t7035,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8636.0
t7036,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8492.0
t7037,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8502.0
t7038,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8708.0
t7039,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9196.0
t7040,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9761.0
t7041,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10650.0
t7042,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11346.0
t7043,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11682.0
t7044,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11861.0
t7045,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11925.0
t7046,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11848.0
t7047,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11789.0
t7048,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11821.0
t7049,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12112.0
t7050,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12677.0
t7051,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13657.0
t7052,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13420.0
t7053,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12952.0
t7054,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11985.0
t7055,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10850.0
t7056,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9830.0
t7057,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9118.0
t7058,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8758.0
t7059,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8613.0
t7060,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8622.0
t7061,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8906.0
t7062,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9909.0
t7063,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11852.0
t7064,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12912.0
t7065,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13175.0
t7066,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13426.0
t7067,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13644.0
t7068,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13724.0
t7069,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13662.0
t7070,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13644.0
t7071,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13507.0
t7072,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13402.0
t7073,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13489.0
t7074,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13915.0
t7075,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14859.0
t7076,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14698.0
t7077,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13967.0
t7078,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12884.0
t7079,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11595.0
t7080,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10415.0
t7081,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9548.0
t7082,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9096.0
t7083,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8871.0
t7084,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8847.0
t7085,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9077.0
t7086,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10090.0
t7087,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12035.0
t7088,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13065.0
t7089,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13270.0
t7090,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13406.0
t7091,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13558.0
t7092,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13623.0
t7093,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13581.0
t7094,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13599.0
t7095,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13470.0
t7096,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13382.0
t7097,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13509.0
t7098,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14049.0
t7099,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14938.0
t7100,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14688.0
t7101,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14001.0
t7102,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12952.0
t7103,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11585.0
t7104,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10394.0
t7105,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9622.0
t7106,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9201.0
t7107,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8983.0
t7108,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8930.0
t7109,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9185.0
t7110,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10145.0
t7111,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12120.0
t7112,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13238.0
t7113,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13463.0
t7114,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13617.0
t7115,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13726.0
t7116,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13737.0
t7117,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13688.0
t7118,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13661.0
t7119,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13513.0
t7120,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13411.0
t7121,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13562.0
t7122,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14139.0
t7123,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14918.0
t7124,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14689.0
t7125,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14047.0
t7126,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13044.0
t7127,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11652.0
t7128,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10476.0
t7129,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9677.0
t7130,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9258.0
t7131,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9057.0
t7132,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9032.0
t7133,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9282.0
t7134,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10273.0
t7135,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12228.0
t7136,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13265.0
t7137,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13411.0
t7138,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13550.0
t7139,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13675.0
t7140,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13688.0
t7141,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13599.0
t7142,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13566.0
t7143,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13409.0
t7144,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13295.0
t7145,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13382.0
t7146,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13866.0
t7147,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14766.0
t7148,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14612.0
t7149,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14030.0
t7150,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13052.0
t7151,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11728.0
t7152,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10524.0
t7153,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9719.0
t7154,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9261.0
t7155,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9045.0
t7156,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9012.0
t7157,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9246.0
t7158,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10192.0
t7159,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12059.0
t7160,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13140.0
t7161,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13386.0
t7162,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13602.0
t7163,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13758.0
t7164,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13770.0
t7165,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13661.0
t7166,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13583.0
t7167,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13428.0
t7168,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13287.0
t7169,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13271.0
t7170,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13601.0
t7171,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14262.0
t7172,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13951.0
t7173,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13400.0
t7174,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12604.0
t7175,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11533.0
t7176,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10431.0
t7177,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9610.0
t7178,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9125.0
t7179,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8857.0
t7180,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8729.0
t7181,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8783.0
t7182,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9146.0
t7183,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9900.0
t7184,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10707.0
t7185,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11607.0
t7186,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12219.0
t7187,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12494.0
t7188,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12498.0
t7189,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12412.0
t7190,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12240.0
t7191,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12051.0
t7192,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11963.0
t7193,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12089.0
t7194,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12680.0
t7195,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13478.0
